지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,이전지하철역명,다음지하철역명,지하철역X좌표,지하철역Y좌표,환승전호선ID,환승전호선명,환승후호선ID,환승후호선명,차량번호,출입문위치,환승위치
1078330009,아시아드경기장,1078,인천2호선,1078330008,1078330010,검바위,서구청,37.5513145630525,126.677107520162,,,,,,,
1078330010,서구청,1078,인천2호선,1078330009,1078330011,아시아드경기장,가정,37.5440446154284,126.676844673062,,,,,,,
1078330011,가정,1078,인천2호선,1078330010,1078330012,서구청,가정중앙시장,37.5248168619511,126.675357432309,,,,,,,
1078330013,석남,1078,인천2호선,1078330012,1078330014,가정중앙시장,서부여성회관,37.5062431189861,126.676149271119,,,,,,,
1078330014,서부여성회관,1078,인천2호선,1078330013,1078330015,석남,인천가좌,37.5003434953542,126.675870541598,,,,,,,
1078330015,인천가좌,1078,인천2호선,1078330014,1078330016,서부여성회관,가재울,37.4898360731372,126.675242029489,,,,,,,
1008000810,암사,1008,8호선,1008000810,1008000811,암사,천호,37.55015818096496,127.12754072968517,,,,,,,
1008000811,천호,1008,8호선,1008000810,1008000812,암사,강동구청,37.537936231906734,127.12320335921426,1008.0,8호선,1005.0,5호선,1.0,3.0,1-3
1008000811,천호,1008,8호선,1008000810,1008000812,암사,강동구청,37.537936231906734,127.12320335921426,1008.0,8호선,1005.0,5호선,2.0,2.0,2-2
1008000811,천호,1008,8호선,1008000810,1008000812,암사,강동구청,37.537936231906734,127.12320335921426,1008.0,8호선,1005.0,5호선,6.0,1.0,6-1
1008000811,천호,1008,8호선,1008000810,1008000812,암사,강동구청,37.537936231906734,127.12320335921426,1008.0,8호선,1005.0,5호선,5.0,2.0,5-2
1009000901,개화,1009,9호선,1009000901,1009000902,개화,김포공항,37.5783445148797,126.796891362602,,,,,,,
1009000902,김포공항,1009,9호선,1009000901,1009000903,개화,공항시장,37.56196757232288,126.80191361988808,1009.0,9호선,1065.0,공항철도,2.0,4.0,2-4
1009000902,김포공항,1009,9호선,1009000901,1009000903,개화,공항시장,37.56196757232288,126.80191361988808,1009.0,9호선,1065.0,공항철도,0.0,0.0,0-0
1009000902,김포공항,1009,9호선,1009000901,1009000903,개화,공항시장,37.56196757232288,126.80191361988808,1009.0,9호선,1065.0,공항철도,3.0,1.0,3-1
1009000902,김포공항,1009,9호선,1009000901,1009000903,개화,공항시장,37.56196757232288,126.80191361988808,1009.0,9호선,1005.0,5호선,2.0,4.0,2-4
1009000902,김포공항,1009,9호선,1009000901,1009000903,개화,공항시장,37.56196757232288,126.80191361988808,1009.0,9호선,1005.0,5호선,4.0,4.0,4-4
1009000903,공항시장,1009,9호선,1009000902,1009000904,김포공항,신방화,37.56368922800772,126.81060964296609,,,,,,,
1009000904,신방화,1009,9호선,1009000903,1009000905,공항시장,마곡나루,37.56748745669626,126.81723757150974,,,,,,,
1009000905,마곡나루,1009,9호선,1009000904,1009000906,신방화,양천향교,37.5667126094974,126.827420928424,,,,,,,
1009000906,양천향교,1009,9호선,1009000905,1009000907,마곡나루,가양,37.5680808809647,126.841978835328,,,,,,,
1009000907,가양,1009,9호선,1009000906,1009000908,양천향교,증미,37.56143311719883,126.85442142615852,,,,,,,
1009000908,증미,1009,9호선,1009000907,1009000909,가양,등촌,37.558133059903305,126.86063675500976,,,,,,,
1009000909,등촌,1009,9호선,1009000908,1009000910,증미,염창,37.55072898032888,126.86557100595412,,,,,,,
1009000910,염창,1009,9호선,1009000909,1009000911,등촌,신목동,37.546982941543,126.874871603971,,,,,,,
1009000911,신목동,1009,9호선,1009000910,1009000912,염창,선유도,37.5442883741577,126.883095790252,,,,,,,
1009000912,선유도,1009,9호선,1009000911,1009000913,신목동,당산,37.53815865606546,126.89333386450168,,,,,,,
1009000913,당산,1009,9호선,1009000912,1009000914,선유도,국회의사당,37.5337892432802,126.902165052778,1009.0,9호선,1002.0,2호선,4.0,4.0,4-4
1009000913,당산,1009,9호선,1009000912,1009000914,선유도,국회의사당,37.5337892432802,126.902165052778,1009.0,9호선,1002.0,2호선,1.0,1.0,1-1
1009000914,국회의사당,1009,9호선,1009000913,1009000915,당산,여의도,37.5281465047706,126.91783895106,,,,,,,
1009000915,여의도,1009,9호선,1009000914,1009000916,국회의사당,샛강,37.5211700890445,126.92466104293,1009.0,9호선,1005.0,5호선,3.0,3.0,3-3
1009000915,여의도,1009,9호선,1009000914,1009000916,국회의사당,샛강,37.5211700890445,126.92466104293,1009.0,9호선,1005.0,5호선,2.0,4.0,2-4
1009000916,샛강,1009,9호선,1009000915,1009000917,여의도,노량진,37.51737287009036,126.9283750591322,,,,,,,
1009000917,노량진,1009,9호선,1009000916,1009000918,샛강,노들,37.5135856714992,126.940893179777,1009.0,9호선,1001.0,1호선,2.0,1.0,2-1
1009000917,노량진,1009,9호선,1009000916,1009000918,샛강,노들,37.5135856714992,126.940893179777,1009.0,9호선,1001.0,1호선,1.0,3.0,1-3
1009000918,노들,1009,9호선,1009000917,1009000919,노량진,흑석,37.5126721234205,126.953096069577,,,,,,,
1009000919,흑석,1009,9호선,1009000918,1009000920,노들,동작,37.5091654719404,126.963463063008,,,,,,,
1009000920,동작,1009,9호선,1009000919,1009000921,흑석,구반포,37.50274410628205,126.97854611382496,1009.0,9호선,1004.0,4호선,1.0,1.0,1-1
1009000920,동작,1009,9호선,1009000919,1009000921,흑석,구반포,37.50274410628205,126.97854611382496,1009.0,9호선,1004.0,4호선,4.0,4.0,4-4
1009000921,구반포,1009,9호선,1009000920,1009000922,동작,신반포,37.5014398319603,126.987464905696,,,,,,,
1009000922,신반포,1009,9호선,1009000921,1009000923,구반포,고속터미널,37.5035091412544,126.996082392175,,,,,,,
1009000923,고속터미널,1009,9호선,1009000922,1009000924,신반포,사평,37.5059814899483,127.004211793489,1009.0,9호선,1003.0,3호선,1.0,4.0,1-4
1009000923,고속터미널,1009,9호선,1009000922,1009000924,신반포,사평,37.5059814899483,127.004211793489,1009.0,9호선,1003.0,3호선,4.0,1.0,4-1
1009000923,고속터미널,1009,9호선,1009000922,1009000924,신반포,사평,37.5059814899483,127.004211793489,1009.0,9호선,1007.0,7호선,1.0,4.0,1-4
1009000923,고속터미널,1009,9호선,1009000922,1009000924,신반포,사평,37.5059814899483,127.004211793489,1009.0,9호선,1007.0,7호선,4.0,1.0,4-1
1009000924,사평,1009,9호선,1009000923,1009000925,고속터미널,신논현,37.5042326273953,127.015272484531,,,,,,,
1009000925,신논현,1009,9호선,1009000924,1009000926,사평,언주,37.504811111562,127.025492036104,,,,,,,
1007000721,면목,1007,7호선,1007000720,1007000722,상봉,사가정,37.5887148877725,127.087503803859,,,,,,,
1007000722,사가정,1007,7호선,1007000721,1007000723,면목,용마산,37.5809403751459,127.088504554212,,,,,,,
1007000723,용마산,1007,7호선,1007000722,1007000724,사가정,중곡,37.57366797492471,127.08671982507776,,,,,,,
1007000724,중곡,1007,7호선,1007000723,1007000725,용마산,군자,37.56592206115955,127.08431236632154,,,,,,,
1001000142,구일,1001,1호선,1001000141,1001000143,구로,개봉,37.496254517687,126.86969110539,,,,,,,
1001000143,개봉,1001,1호선,1001000142,1001000144,구일,오류동,37.4946417150651,126.858715959622,,,,,,,
1001000144,오류동,1001,1호선,1001000143,1001000145,개봉,온수,37.49439720933549,126.84480744815396,,,,,,,
1001000145,온수,1001,1호선,1001000144,1001000146,오류동,역곡,37.4923999909922,126.823828819915,1001.0,1호선,1007.0,7호선,1.0,1.0,1-1
1001000145,온수,1001,1호선,1001000144,1001000146,오류동,역곡,37.4923999909922,126.823828819915,1001.0,1호선,1007.0,7호선,10.0,4.0,10-4
1001000146,역곡,1001,1호선,1001000145,1001000147,온수,소사,37.485314358615625,126.81205932067192,,,,,,,
1001000147,소사,1001,1호선,1001000146,1001000148,역곡,부천,37.48280032710237,126.79564427244556,,,,,,,
1001000148,부천,1001,1호선,1001000147,1001000149,소사,중동,37.4839888842916,126.783081743529,,,,,,,
1001000149,중동,1001,1호선,1001000148,1001000150,부천,송내,37.4866816250266,126.764535113735,,,,,,,
1001000150,송내,1001,1호선,1001000149,1001000151,중동,부개,37.48764230897348,126.75316170607589,,,,,,,
1001000151,부개,1001,1호선,1001000150,1001000152,송내,부평,37.488477043182,126.740730089704,,,,,,,
1001000152,부평,1001,1호선,1001000151,1001000153,부개,백운,37.4894490429055,126.724331088618,1001.0,1호선,1069.0,인천1호선,5.0,4.0,5-4
1001000153,백운,1001,1호선,1001000152,1001000154,부평,동암,37.483342495597,126.707294407871,,,,,,,
1001000154,동암,1001,1호선,1001000153,1001000155,백운,간석,37.4706957867304,126.702889753462,,,,,,,
1001000155,간석,1001,1호선,1001000154,1001000156,동암,주안,37.46470628162983,126.69351903231802,,,,,,,
1001000156,주안,1001,1호선,1001000155,1001000157,간석,도화,37.46505238644672,126.67996793218974,,,,,,,
1001000157,도화,1001,1호선,1001000156,1001000158,주안,제물포,37.4661175111199,126.668575935273,,,,,,,
1001000158,제물포,1001,1호선,1001000157,1001000159,도화,도원,37.466819329634994,126.65749387411807,,,,,,,
1001000159,도원,1001,1호선,1001000158,1001000160,제물포,동인천,37.46877255664296,126.64253515710824,,,,,,,
1001000160,동인천,1001,1호선,1001000159,1001000161,도원,인천,37.4754032677399,126.6326160541046,,,,,,,
1001000161,인천,1001,1호선,1001000160,1001000161,동인천,인천,37.47616671208284,126.616822195688,,,,,,,
1001080141,광명,1001,1호선,1001080141,1001080141,광명,광명,37.4167362171922,126.884961689119,,,,,,,
1001080142,가산디지털단지,1001,1호선,1001000141,1001080143,구로,독산,37.4815311901749,126.882614758479,1001.0,1호선,1007.0,7호선,1.0,2.0,1-2
1001080142,가산디지털단지,1001,1호선,1001000141,1001080143,구로,독산,37.4815311901749,126.882614758479,1001.0,1호선,1007.0,7호선,10.0,3.0,10-3
1001000101,동두천,1001,1호선,1001000100,1001000102,소요산,보산,37.9276132662293,127.05492800053,,,,,,,
1001000102,보산,1001,1호선,1001000101,1001000103,동두천,동두천중앙,37.91414401803559,127.0571810247491,,,,,,,
1001000103,동두천중앙,1001,1호선,1001000102,1001000104,보산,지행,37.9017807357936,127.05642330094,,,,,,,
1001000104,지행,1001,1호선,1001000103,1001000105,동두천중앙,덕정,37.8923427343256,127.05579309162064,,,,,,,
1001000105,덕정,1001,1호선,1001000104,1001000106,지행,덕계,37.8431876500694,127.06155932141,,,,,,,
1001000106,덕계,1001,1호선,1001000105,1001000107,덕정,양주,37.8187525814885,127.056691678415,,,,,,,
1001000107,양주,1001,1호선,1001000106,1001000108,덕계,녹양,37.7741421622165,127.044721319691,,,,,,,
1001000108,녹양,1001,1호선,1001000107,1001000109,양주,가능,37.759385253302,127.042279351606,,,,,,,
1001000109,가능,1001,1호선,1001000108,1001000110,녹양,의정부,37.7483963196456,127.044288264841,,,,,,,
1001000110,의정부,1001,1호선,1001000109,1001000111,가능,회룡,37.7383624923599,127.045956826767,,,,,,,
1001000111,회룡,1001,1호선,1001000110,1001000112,의정부,망월사,37.7238058806629,127.047295368138,,,,,,,
1007000730,강남구청,1007,7호선,1007000729,1007000731,청담,학동,37.51721617197854,127.0413109462156,1007.0,7호선,1075.0,수인분당선,4.0,3.0,4-3
1007000731,학동,1007,7호선,1007000730,1007000732,강남구청,논현,37.51434578734927,127.03190190063152,,,,,,,
1007000732,논현,1007,7호선,1007000731,1007000733,학동,반포,37.51120000205266,127.02165424259898,,,,,,,
1007000733,반포,1007,7호선,1007000732,1007000734,논현,고속터미널,37.5081614290284,127.011586161943,,,,,,,
1007000734,고속터미널,1007,7호선,1007000733,1007000735,반포,내방,37.5033865633062,127.005007834609,1007.0,7호선,1003.0,3호선,7.0,1.0,7-1
1007000734,고속터미널,1007,7호선,1007000733,1007000735,반포,내방,37.5033865633062,127.005007834609,1007.0,7호선,1003.0,3호선,2.0,3.0,2-3
1007000734,고속터미널,1007,7호선,1007000733,1007000735,반포,내방,37.5033865633062,127.005007834609,1007.0,7호선,1009.0,9호선,2.0,3.0,2-3
1007000734,고속터미널,1007,7호선,1007000733,1007000735,반포,내방,37.5033865633062,127.005007834609,1007.0,7호선,1009.0,9호선,7.0,1.0,7-1
1007000735,내방,1007,7호선,1007000734,1007000736,고속터미널,총신대입구(이수),37.4876585212369,126.993600180589,,,,,,,
1078330017,주안국가산단,1078,인천2호선,1078330016,1078330018,가재울,주안,37.47391267095278,126.68122005538342,,,,,,,
1078330018,주안,1078,인천2호선,1078330017,1078330019,주안국가산단,시민공원,37.4651552217129,126.679015725246,,,,,,,
1004000412,창동,1004,4호선,1004000411,1004000413,노원,쌍문,37.6533706449195,127.04838841056,1004.0,4호선,1001.0,1호선,3.0,4.0,3-4
1004000412,창동,1004,4호선,1004000411,1004000413,노원,쌍문,37.6533706449195,127.04838841056,1004.0,4호선,1001.0,1호선,8.0,1.0,8-1
1004000413,쌍문,1004,4호선,1004000412,1004000414,창동,수유,37.6485426057036,127.03465609756,,,,,,,
1004000414,수유,1004,4호선,1004000413,1004000415,쌍문,미아,37.63788539420793,127.02550910860452,,,,,,,
1004000415,미아,1004,4호선,1004000414,1004000416,수유,미아사거리,37.6266544891889,127.026041090189,,,,,,,
1007000710,도봉산,1007,7호선,1007000709,1007000711,장암,수락산,37.6896304650032,127.046425596353,1007.0,7호선,1001.0,1호선,8.0,4.0,8-4
1007000710,도봉산,1007,7호선,1007000709,1007000711,장암,수락산,37.6896304650032,127.046425596353,1007.0,7호선,1001.0,1호선,1.0,1.0,1-1
1007000711,수락산,1007,7호선,1007000710,1007000712,도봉산,마들,37.6778814656816,127.055350968781,,,,,,,
1007000712,마들,1007,7호선,1007000711,1007000713,수락산,노원,37.6652017465321,127.057712619869,,,,,,,
1007000713,노원,1007,7호선,1007000712,1007000714,마들,중계,37.6545110763411,127.06055556456413,1007.0,7호선,1004.0,4호선,1.0,1.0,1-1
1007000713,노원,1007,7호선,1007000712,1007000714,마들,중계,37.6545110763411,127.06055556456413,1007.0,7호선,1004.0,4호선,8.0,4.0,8-4
1007000714,중계,1007,7호선,1007000713,1007000715,노원,하계,37.6450921230569,127.06411035896,,,,,,,
1007000715,하계,1007,7호선,1007000714,1007000716,중계,공릉,37.6364765391858,127.067991278758,,,,,,,
1007000716,공릉,1007,7호선,1007000715,1007000717,하계,태릉입구,37.6255427648558,127.073033585328,,,,,,,
1007000717,태릉입구,1007,7호선,1007000716,1007000718,공릉,먹골,37.618459513199,127.075405300578,1007.0,7호선,1006.0,6호선,8.0,3.0,8-3
1007000717,태릉입구,1007,7호선,1007000716,1007000718,공릉,먹골,37.618459513199,127.075405300578,1007.0,7호선,1006.0,6호선,1.0,1.0,1-1
1007000718,먹골,1007,7호선,1007000717,1007000719,태릉입구,중화,37.6106193846197,127.077762187968,,,,,,,
1007000719,중화,1007,7호선,1007000718,1007000720,먹골,상봉,37.6025526943256,127.079312037122,,,,,,,
1007000720,상봉,1007,7호선,1007000719,1007000721,중화,면목,37.5955853328943,127.085754455388,1007.0,7호선,1063.0,경의중앙선,3.0,4.0,3-4
1007000720,상봉,1007,7호선,1007000719,1007000721,중화,면목,37.5955853328943,127.085754455388,1007.0,7호선,1063.0,경의중앙선,5.0,4.0,5-4
1007000720,상봉,1007,7호선,1007000719,1007000721,중화,면목,37.5955853328943,127.085754455388,1007.0,7호선,1067.0,경춘선,3.0,4.0,3-4
1007000736,총신대입구(이수),1007,7호선,1007000735,1007000737,내방,남성,37.48528852311765,126.98167629035196,1007.0,7호선,1004.0,4호선,2.0,2.0,2-2
1007000736,총신대입구(이수),1007,7호선,1007000735,1007000737,내방,남성,37.48528852311765,126.98167629035196,1007.0,7호선,1004.0,4호선,8.0,4.0,8-4
1001080143,독산,1001,1호선,1001080142,1001080144,가산디지털단지,금천구청,37.46597376787178,126.88947790336374,,,,,,,
1004000416,미아사거리,1004,4호선,1004000415,1004000417,미아,길음,37.61327836400571,127.03008663628454,,,,,,,
1004000417,길음,1004,4호선,1004000416,1004000418,미아사거리,성신여대입구,37.60339478231664,127.02506019737066,,,,,,,
1004000418,성신여대입구,1004,4호선,1004000417,1004000419,길음,한성대입구,37.59296812939267,127.0171260607647,,,,,,,
1004000419,한성대입구,1004,4호선,1004000418,1004000420,성신여대입구,혜화,37.58842461354086,127.0060178168558,,,,,,,
1004000420,혜화,1004,4호선,1004000419,1004000421,한성대입구,동대문,37.58204391787134,127.00194500977392,,,,,,,
1004000421,동대문,1004,4호선,1004000420,1004000422,혜화,동대문역사문화공원,37.5709072753658,127.009313828405,1004.0,4호선,1001.0,1호선,6.0,1.0,6-1
1004000421,동대문,1004,4호선,1004000420,1004000422,혜화,동대문역사문화공원,37.5709072753658,127.009313828405,1004.0,4호선,1001.0,1호선,5.0,3.0,5-3
1004000422,동대문역사문화공원,1004,4호선,1004000421,1004000423,동대문,충무로,37.56514370780825,127.00791523866732,1004.0,4호선,1005.0,5호선,2.0,3.0,2-3
1004000422,동대문역사문화공원,1004,4호선,1004000421,1004000423,동대문,충무로,37.56514370780825,127.00791523866732,1004.0,4호선,1002.0,2호선,1.0,1.0,1-1
1004000422,동대문역사문화공원,1004,4호선,1004000421,1004000423,동대문,충무로,37.56514370780825,127.00791523866732,1004.0,4호선,1005.0,5호선,9.0,1.0,9-1
1004000422,동대문역사문화공원,1004,4호선,1004000421,1004000423,동대문,충무로,37.56514370780825,127.00791523866732,1004.0,4호선,1002.0,2호선,10.0,4.0,10-4
1004000423,충무로,1004,4호선,1004000422,1004000424,동대문역사문화공원,명동,37.5615119611571,126.995255388268,1004.0,4호선,1003.0,3호선,7.0,1.0,7-1
1004000423,충무로,1004,4호선,1004000422,1004000424,동대문역사문화공원,명동,37.5615119611571,126.995255388268,1004.0,4호선,1003.0,3호선,5.0,1.0,5-1
1004000424,명동,1004,4호선,1004000423,1004000425,충무로,회현,37.56096526943837,126.98640235001736,,,,,,,
1004000425,회현,1004,4호선,1004000424,1004000426,명동,서울,37.55876114587941,126.9784372569283,,,,,,,
1004000426,서울,1004,4호선,1004000425,1004000427,회현,숙대입구,37.5530287004642,126.972644620034,1004.0,4호선,1001.0,1호선,1.0,1.0,1-1
1004000426,서울,1004,4호선,1004000425,1004000427,회현,숙대입구,37.5530287004642,126.972644620034,1004.0,4호선,1001.0,1호선,10.0,4.0,10-4
1004000426,서울,1004,4호선,1004000425,1004000427,회현,숙대입구,37.5530287004642,126.972644620034,1004.0,4호선,1063.0,경의중앙선,1.0,1.0,1-1
1004000426,서울,1004,4호선,1004000425,1004000427,회현,숙대입구,37.5530287004642,126.972644620034,1004.0,4호선,1063.0,경의중앙선,10.0,4.0,10-4
1004000426,서울,1004,4호선,1004000425,1004000427,회현,숙대입구,37.5530287004642,126.972644620034,1004.0,4호선,1065.0,공항철도,10.0,4.0,10-4
1004000426,서울,1004,4호선,1004000425,1004000427,회현,숙대입구,37.5530287004642,126.972644620034,1004.0,4호선,1065.0,공항철도,1.0,1.0,1-1
1004000427,숙대입구,1004,4호선,1004000426,1004000428,서울,삼각지,37.5445952301115,126.972118127373,,,,,,,
1004000428,삼각지,1004,4호선,1004000427,1004000429,숙대입구,신용산,37.5344393447708,126.972922951307,1004.0,4호선,1006.0,6호선,10.0,4.0,10-4
1004000428,삼각지,1004,4호선,1004000427,1004000429,숙대입구,신용산,37.5344393447708,126.972922951307,1004.0,4호선,1006.0,6호선,1.0,1.0,1-1
1004000429,신용산,1004,4호선,1004000428,1004000430,삼각지,이촌,37.5292591489375,126.967965039183,,,,,,,
1004000430,이촌,1004,4호선,1004000429,1004000431,신용산,동작,37.522373484615365,126.97452008954151,1004.0,4호선,1063.0,경의중앙선,4.0,2.0,4-2
1004000430,이촌,1004,4호선,1004000429,1004000431,신용산,동작,37.522373484615365,126.97452008954151,1004.0,4호선,1063.0,경의중앙선,7.0,2.0,7-2
1004000431,동작,1004,4호선,1004000430,1004000432,이촌,총신대입구(이수),37.50297957674478,126.9803148383829,1004.0,4호선,1009.0,9호선,8.0,4.0,8-4
1004000431,동작,1004,4호선,1004000430,1004000432,이촌,총신대입구(이수),37.50297957674478,126.9803148383829,1004.0,4호선,1009.0,9호선,2.0,4.0,2-4
1004000432,총신대입구(이수),1004,4호선,1004000431,1004000433,동작,사당,37.4867995957995,126.982211871752,1004.0,4호선,1007.0,7호선,10.0,4.0,10-4
1004000432,총신대입구(이수),1004,4호선,1004000431,1004000433,동작,사당,37.4867995957995,126.982211871752,1004.0,4호선,1007.0,7호선,1.0,1.0,1-1
1004000433,사당,1004,4호선,1004000432,1004000434,총신대입구(이수),남태령,37.4775912070902,126.98169851997,1004.0,4호선,1002.0,2호선,1.0,1.0,1-1
1004000433,사당,1004,4호선,1004000432,1004000434,총신대입구(이수),남태령,37.4775912070902,126.98169851997,1004.0,4호선,1002.0,2호선,4.0,2.0,4-2
1004000433,사당,1004,4호선,1004000432,1004000434,총신대입구(이수),남태령,37.4775912070902,126.98169851997,1004.0,4호선,1002.0,2호선,10.0,4.0,10-4
1004000433,사당,1004,4호선,1004000432,1004000434,총신대입구(이수),남태령,37.4775912070902,126.98169851997,1004.0,4호선,1002.0,2호선,7.0,3.0,7-3
1004000434,남태령,1004,4호선,1004000433,1004000435,사당,선바위,37.4642499558525,126.989085267707,,,,,,,
1004000435,선바위,1004,4호선,1004000434,1004000436,남태령,경마공원,37.45174798879852,127.00222869400724,,,,,,,
1004000436,경마공원,1004,4호선,1004000435,1004000437,선바위,대공원,37.4439629881231,127.007838042533,,,,,,,
1004000437,대공원,1004,4호선,1004000436,1004000438,경마공원,과천,37.4360557449009,127.006752481821,,,,,,,
1004000438,과천,1004,4호선,1004000437,1004000439,대공원,정부과천청사,37.43287530237988,126.99661712263098,,,,,,,
1004000439,정부과천청사,1004,4호선,1004000438,1004000440,과천,인덕원,37.4265047272927,126.989868044926,,,,,,,
1004000440,인덕원,1004,4호선,1004000439,1004000441,정부과천청사,평촌,37.4014941709597,126.976679855187,,,,,,,
1004000441,평촌,1004,4호선,1004000440,1004000442,인덕원,범계,37.39423950914369,126.9638080221341,,,,,,,
1004000442,범계,1004,4호선,1004000441,1004000443,평촌,금정,37.3897837540429,126.950783269518,,,,,,,
1004000443,금정,1004,4호선,1004000442,1004000444,범계,산본,37.37246820714397,126.94347315682283,1004.0,4호선,1001.0,1호선,0.0,0.0,0-0
1004000443,금정,1004,4호선,1004000442,1004000444,범계,산본,37.37246820714397,126.94347315682283,1004.0,4호선,1001.0,1호선,7.0,0.0,7-0
1004000443,금정,1004,4호선,1004000442,1004000444,범계,산본,37.37246820714397,126.94347315682283,1004.0,4호선,1001.0,1호선,2.0,0.0,2-0
1004000444,산본,1004,4호선,1004000443,1004000445,금정,수리산,37.3580193085257,126.933046329836,,,,,,,
1004000445,수리산,1004,4호선,1004000444,1004000446,산본,대야미,37.3505579695805,126.92563095069,,,,,,,
1004000446,대야미,1004,4호선,1004000445,1004000447,수리산,반월,37.327965125951,126.916897519557,,,,,,,
1005000532,서대문,1005,5호선,1005000531,1005000533,충정로,광화문,37.56575193662503,126.96663755850754,,,,,,,
1005000533,광화문,1005,5호선,1005000532,1005000534,서대문,종로3가,37.57164860977568,126.97642427981408,,,,,,,
1005000534,종로3가,1005,5호선,1005000533,1005000535,광화문,을지로4가,37.57258941181964,126.9904176797898,1005.0,5호선,1001.0,1호선,1.0,1.0,1-1
1005000534,종로3가,1005,5호선,1005000533,1005000535,광화문,을지로4가,37.57258941181964,126.9904176797898,1005.0,5호선,1003.0,3호선,1.0,1.0,1-1
1005000534,종로3가,1005,5호선,1005000533,1005000535,광화문,을지로4가,37.57258941181964,126.9904176797898,1005.0,5호선,1001.0,1호선,8.0,4.0,8-4
1005000534,종로3가,1005,5호선,1005000533,1005000535,광화문,을지로4가,37.57258941181964,126.9904176797898,1005.0,5호선,1003.0,3호선,8.0,4.0,8-4
1005000535,을지로4가,1005,5호선,1005000534,1005000536,종로3가,동대문역사문화공원,37.5675640321486,126.99804517954064,1005.0,5호선,1002.0,2호선,8.0,1.0,8-1
1005000535,을지로4가,1005,5호선,1005000534,1005000536,종로3가,동대문역사문화공원,37.5675640321486,126.99804517954064,1005.0,5호선,1002.0,2호선,8.0,4.0,8-4
1005000535,을지로4가,1005,5호선,1005000534,1005000536,종로3가,동대문역사문화공원,37.5675640321486,126.99804517954064,1005.0,5호선,1002.0,2호선,1.0,1.0,1-1
1005000535,을지로4가,1005,5호선,1005000534,1005000536,종로3가,동대문역사문화공원,37.5675640321486,126.99804517954064,1005.0,5호선,1002.0,2호선,1.0,4.0,1-4
1005000536,동대문역사문화공원,1005,5호선,1005000535,1005000537,을지로4가,청구,37.56462215427451,127.00579179092048,1005.0,5호선,1002.0,2호선,1.0,1.0,1-1
1005000536,동대문역사문화공원,1005,5호선,1005000535,1005000537,을지로4가,청구,37.56462215427451,127.00579179092048,1005.0,5호선,1002.0,2호선,8.0,4.0,8-4
1005000536,동대문역사문화공원,1005,5호선,1005000535,1005000537,을지로4가,청구,37.56462215427451,127.00579179092048,1005.0,5호선,1004.0,4호선,1.0,1.0,1-1
1005000536,동대문역사문화공원,1005,5호선,1005000535,1005000537,을지로4가,청구,37.56462215427451,127.00579179092048,1005.0,5호선,1004.0,4호선,8.0,4.0,8-4
1005000537,청구,1005,5호선,1005000536,1005000538,동대문역사문화공원,신금호,37.5602101936978,127.013943845279,1005.0,5호선,1006.0,6호선,5.0,1.0,5-1
1005000537,청구,1005,5호선,1005000536,1005000538,동대문역사문화공원,신금호,37.5602101936978,127.013943845279,1005.0,5호선,1006.0,6호선,6.0,4.0,6-4
1005000538,신금호,1005,5호선,1005000537,1005000539,청구,행당,37.55447619249223,127.02049316578317,,,,,,,
1005000539,행당,1005,5호선,1005000538,1005000540,신금호,왕십리,37.5573637818732,127.029511840513,,,,,,,
1005000540,왕십리,1005,5호선,1005000539,1005000541,행당,마장,37.56203954461276,127.03733125702163,1005.0,5호선,1063.0,경의중앙선,2.0,3.0,2-3
1005000540,왕십리,1005,5호선,1005000539,1005000541,행당,마장,37.56203954461276,127.03733125702163,1005.0,5호선,1002.0,2호선,2.0,3.0,2-3
1005000540,왕십리,1005,5호선,1005000539,1005000541,행당,마장,37.56203954461276,127.03733125702163,1005.0,5호선,1063.0,경의중앙선,7.0,2.0,7-2
1005000540,왕십리,1005,5호선,1005000539,1005000541,행당,마장,37.56203954461276,127.03733125702163,1005.0,5호선,1002.0,2호선,7.0,2.0,7-2
1005000540,왕십리,1005,5호선,1005000539,1005000541,행당,마장,37.56203954461276,127.03733125702163,1005.0,5호선,1075.0,수인분당선,2.0,3.0,2-3
1005000540,왕십리,1005,5호선,1005000539,1005000541,행당,마장,37.56203954461276,127.03733125702163,1005.0,5호선,1075.0,수인분당선,7.0,2.0,7-2
1005000541,마장,1005,5호선,1005000540,1005000542,왕십리,답십리,37.5661389565959,127.042984855663,,,,,,,
1005000542,답십리,1005,5호선,1005000541,1005000543,마장,장한평,37.56697480965114,127.05256127651292,,,,,,,
1005000543,장한평,1005,5호선,1005000542,1005000544,답십리,군자,37.5616038910656,127.06370373106944,,,,,,,
1005000544,군자,1005,5호선,1005000543,1005000545,장한평,아차산,37.55715148883792,127.0795106156054,1005.0,5호선,1007.0,7호선,1.0,1.0,1-1
1005000544,군자,1005,5호선,1005000543,1005000545,장한평,아차산,37.55715148883792,127.0795106156054,1005.0,5호선,1007.0,7호선,8.0,4.0,8-4
1005000545,아차산,1005,5호선,1005000544,1005000546,군자,광나루,37.55224917071854,127.08956495447912,,,,,,,
1005000546,광나루,1005,5호선,1005000545,1005000547,아차산,천호,37.5452991715677,127.103521464507,,,,,,,
1005000547,천호,1005,5호선,1005000546,1005000548,광나루,강동,37.5385112120297,127.12392845044,1005.0,5호선,1008.0,8호선,8.0,2.0,8-2
