지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,이전지하철역명,다음지하철역명,지하철역X좌표,지하철역Y좌표,환승전호선ID,환승전호선명,환승후호선ID,환승후호선명,차량번호,출입문위치,환승위치
1005000547,천호,1005,5호선,1005000546,1005000548,광나루,강동,37.5385112120297,127.12392845044,1005.0,5호선,1008.0,8호선,8.0,1.0,8-1
1005000547,천호,1005,5호선,1005000546,1005000548,광나루,강동,37.5385112120297,127.12392845044,1005.0,5호선,1008.0,8호선,1.0,2.0,1-2
1005000547,천호,1005,5호선,1005000546,1005000548,광나루,강동,37.5385112120297,127.12392845044,1005.0,5호선,1008.0,8호선,1.0,3.0,1-3
1005000548,강동,1005,5호선,1005000547,1005000549,천호,길동,37.5358819145235,127.132396300314,1005.0,5호선,1005.0,5호선,8.0,4.0,8-4
1005000548,강동,1005,5호선,1005000547,1005000549,천호,길동,37.5358819145235,127.132396300314,1005.0,5호선,1005.0,5호선,1.0,1.0,1-1
1005000549,길동,1005,5호선,1005000548,1005000550,강동,굽은다리,37.5378264874159,127.140021295948,,,,,,,
1005000550,굽은다리,1005,5호선,1005000549,1005000551,길동,명일,37.54551759022203,127.14288387331295,,,,,,,
1005000551,명일,1005,5호선,1005000550,1005000552,굽은다리,고덕,37.5513978958277,127.14404374474,,,,,,,
1005000552,고덕,1005,5호선,1005000551,1005000553,명일,상일동,37.55504766830918,127.15416500963448,,,,,,,
1005000553,상일동,1005,5호선,1005000552,1005000553,고덕,상일동,37.5566778757215,127.165905758209,,,,,,,
1005080549,둔촌동,1005,5호선,1005000548,1005080550,강동,올림픽공원,37.52765684247226,127.13621464981398,,,,,,,
1005080550,올림픽공원,1005,5호선,1005080549,1005080551,둔촌동,방이,37.5163389870117,127.130963675401,,,,,,,
1005080551,방이,1005,5호선,1005080550,1005080552,올림픽공원,오금,37.5087506251989,127.126096046986,,,,,,,
1005080552,오금,1005,5호선,1005080551,1005080553,방이,개롱,37.5021388575469,127.127953219596,1005.0,5호선,1003.0,3호선,1.0,3.0,1-3
1005080552,오금,1005,5호선,1005080551,1005080553,방이,개롱,37.5021388575469,127.127953219596,1005.0,5호선,1003.0,3호선,8.0,2.0,8-2
1005080553,개롱,1005,5호선,1005080552,1005080554,오금,거여,37.49796827838824,127.13507959838424,,,,,,,
1005080554,거여,1005,5호선,1005080553,1005080555,개롱,마천,37.4933304500736,127.143773841911,,,,,,,
1005080555,마천,1005,5호선,1005080554,1005080555,거여,마천,37.4950381629493,127.152859864985,,,,,,,
1006000610,응암,1006,6호선,1006000610,1006000611,응암,역촌,37.5984928632876,126.9155399209037,,,,,,,
1006000611,역촌,1006,6호선,1006000610,1006000612,응암,불광,37.60622745935512,126.9228437430386,,,,,,,
1006000612,불광,1006,6호선,1006000611,1006000613,역촌,독바위,37.6100477979795,126.930315826401,1006.0,6호선,1003.0,3호선,7.0,2.0,7-2
1006000613,독바위,1006,6호선,1006000612,1006000614,불광,연신내,37.6184141599944,126.933053652461,,,,,,,
1006000614,연신내,1006,6호선,1006000613,1006000615,독바위,구산,37.6192032466353,126.921100704496,1006.0,6호선,1003.0,3호선,6.0,2.0,6-2
1006000615,구산,1006,6호선,1006000614,1006000610,연신내,응암,37.61124669148435,126.91725947715172,,,,,,,
1006000616,새절,1006,6호선,1006000610,1006000617,응암,증산,37.5908600479967,126.913580663181,,,,,,,
1006000617,증산,1006,6호선,1006000616,1006000618,새절,디지털미디어시티,37.583746353282,126.909494991105,,,,,,,
1006000618,디지털미디어시티,1006,6호선,1006000617,1006000619,증산,월드컵경기장,37.57601374718818,126.90127778415636,1006.0,6호선,1063.0,경의중앙선,2.0,2.0,2-2
1006000618,디지털미디어시티,1006,6호선,1006000617,1006000619,증산,월드컵경기장,37.57601374718818,126.90127778415636,1006.0,6호선,1063.0,경의중앙선,7.0,2.0,7-2
1006000618,디지털미디어시티,1006,6호선,1006000617,1006000619,증산,월드컵경기장,37.57601374718818,126.90127778415636,1006.0,6호선,1065.0,공항철도,8.0,4.0,8-4
1006000618,디지털미디어시티,1006,6호선,1006000617,1006000619,증산,월드컵경기장,37.57601374718818,126.90127778415636,1006.0,6호선,1065.0,공항철도,1.0,1.0,1-1
1006000619,월드컵경기장,1006,6호선,1006000618,1006000620,디지털미디어시티,마포구청,37.5696355653344,126.899098148061,,,,,,,
1006000620,마포구청,1006,6호선,1006000619,1006000621,월드컵경기장,망원,37.5634871865932,126.903425598797,,,,,,,
1006000621,망원,1006,6호선,1006000620,1006000622,마포구청,합정,37.5560826563712,126.910094329982,,,,,,,
1006000622,합정,1006,6호선,1006000621,1006000623,망원,상수,37.5487840343032,126.91421318621,1006.0,6호선,1002.0,2호선,6.0,2.0,6-2
1006000622,합정,1006,6호선,1006000621,1006000623,망원,상수,37.5487840343032,126.91421318621,1006.0,6호선,1002.0,2호선,5.0,3.0,5-3
1006000623,상수,1006,6호선,1006000622,1006000624,합정,광흥창,37.54776618366393,126.92242989321456,,,,,,,
1006000624,광흥창,1006,6호선,1006000623,1006000625,상수,대흥,37.54748648317645,126.93202965599583,,,,,,,
1006000625,대흥,1006,6호선,1006000624,1006000626,광흥창,공덕,37.5476479056751,126.942473188734,,,,,,,
1006000626,공덕,1006,6호선,1006000625,1006000627,대흥,효창공원앞,37.54353004933164,126.95189540256293,1006.0,6호선,1005.0,5호선,1.0,1.0,1-1
1006000626,공덕,1006,6호선,1006000625,1006000627,대흥,효창공원앞,37.54353004933164,126.95189540256293,1006.0,6호선,1005.0,5호선,8.0,4.0,8-4
1006000626,공덕,1006,6호선,1006000625,1006000627,대흥,효창공원앞,37.54353004933164,126.95189540256293,1006.0,6호선,1065.0,공항철도,1.0,1.0,1-1
1006000626,공덕,1006,6호선,1006000625,1006000627,대흥,효창공원앞,37.54353004933164,126.95189540256293,1006.0,6호선,1065.0,공항철도,8.0,4.0,8-4
1006000626,공덕,1006,6호선,1006000625,1006000627,대흥,효창공원앞,37.54353004933164,126.95189540256293,1006.0,6호선,1063.0,경의중앙선,8.0,4.0,8-4
1006000626,공덕,1006,6호선,1006000625,1006000627,대흥,효창공원앞,37.54353004933164,126.95189540256293,1006.0,6호선,1063.0,경의중앙선,1.0,1.0,1-1
1006000627,효창공원앞,1006,6호선,1006000626,1006000628,공덕,삼각지,37.5393087503306,126.96139810075,,,,,,,
1006000628,삼각지,1006,6호선,1006000627,1006000629,효창공원앞,녹사평,37.535607295640936,126.9740539626925,1006.0,6호선,1004.0,4호선,6.0,4.0,6-4
1006000628,삼각지,1006,6호선,1006000627,1006000629,효창공원앞,녹사평,37.535607295640936,126.9740539626925,1006.0,6호선,1004.0,4호선,3.0,1.0,3-1
1006000629,녹사평,1006,6호선,1006000628,1006000630,삼각지,이태원,37.5347227952064,126.9865496751,,,,,,,
1006000630,이태원,1006,6호선,1006000629,1006000631,녹사평,한강진,37.5345252050511,126.994333861918,,,,,,,
1006000631,한강진,1006,6호선,1006000630,1006000632,이태원,버티고개,37.5397907743775,127.001765135176,,,,,,,
1006000632,버티고개,1006,6호선,1006000631,1006000633,한강진,약수,37.5478275106099,127.006730866101,,,,,,,
1006000633,약수,1006,6호선,1006000632,1006000634,버티고개,청구,37.5539252226626,127.010153707232,1006.0,6호선,1003.0,3호선,1.0,1.0,1-1
1006000633,약수,1006,6호선,1006000632,1006000634,버티고개,청구,37.5539252226626,127.010153707232,1006.0,6호선,1003.0,3호선,8.0,4.0,8-4
1006000634,청구,1006,6호선,1006000633,1006000635,약수,신당,37.5609165488093,127.014165812912,1006.0,6호선,1005.0,5호선,6.0,1.0,6-1
1006000634,청구,1006,6호선,1006000633,1006000635,약수,신당,37.5609165488093,127.014165812912,1006.0,6호선,1005.0,5호선,6.0,2.0,6-2
1006000635,신당,1006,6호선,1006000634,1006000636,청구,동묘앞,37.56609251486158,127.01617590593352,1006.0,6호선,1002.0,2호선,8.0,4.0,8-4
1006000635,신당,1006,6호선,1006000634,1006000636,청구,동묘앞,37.56609251486158,127.01617590593352,1006.0,6호선,1002.0,2호선,1.0,1.0,1-1
1006000636,동묘앞,1006,6호선,1006000635,1006000637,신당,창신,37.5721715926337,127.015725557994,1006.0,6호선,1001.0,1호선,2.0,2.0,2-2
1006000636,동묘앞,1006,6호선,1006000635,1006000637,신당,창신,37.5721715926337,127.015725557994,1006.0,6호선,1001.0,1호선,7.0,3.0,7-3
1006000637,창신,1006,6호선,1006000636,1006000638,동묘앞,보문,37.57941474393655,127.01529688465332,,,,,,,
1006000638,보문,1006,6호선,1006000637,1006000639,창신,안암,37.585541696968,127.020003515933,,,,,,,
1006000639,안암,1006,6호선,1006000638,1006000640,보문,고려대,37.586307417971,127.029233420248,,,,,,,
1006000640,고려대,1006,6호선,1006000639,1006000641,안암,월곡,37.59044191064368,127.03630828564728,,,,,,,
1006000641,월곡,1006,6호선,1006000640,1006000642,고려대,상월곡,37.6018044172918,127.041460725816,,,,,,,
1006000642,상월곡,1006,6호선,1006000641,1006000643,월곡,돌곶이,37.6065588265169,127.048829192974,,,,,,,
1006000643,돌곶이,1006,6호선,1006000642,1006000644,상월곡,석계,37.61054501416126,127.0564381246322,,,,,,,
1006000644,석계,1006,6호선,1006000643,1006000645,돌곶이,태릉입구,37.6151491167469,127.066703301093,1006.0,6호선,1001.0,1호선,5.0,2.0,5-2
1006000644,석계,1006,6호선,1006000643,1006000645,돌곶이,태릉입구,37.6151491167469,127.066703301093,1006.0,6호선,1001.0,1호선,4.0,3.0,4-3
1006000645,태릉입구,1006,6호선,1006000644,1006000646,석계,화랑대,37.6173499119222,127.07475176155,1006.0,6호선,1007.0,7호선,8.0,4.0,8-4
1006000645,태릉입구,1006,6호선,1006000644,1006000646,석계,화랑대,37.6173499119222,127.07475176155,1006.0,6호선,1007.0,7호선,1.0,1.0,1-1
1006000645,태릉입구,1006,6호선,1006000644,1006000646,석계,화랑대,37.6173499119222,127.07475176155,1006.0,6호선,,,1.0,1.0,1-1
1006000645,태릉입구,1006,6호선,1006000644,1006000646,석계,화랑대,37.6173499119222,127.07475176155,1006.0,6호선,1001.0,1호선,5.0,4.0,5-4
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1001.0,1호선,4.0,1.0,4-1
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1002.0,2호선,4.0,1.0,4-1
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1001.0,1호선,2.0,3.0,2-3
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1002.0,2호선,2.0,3.0,2-3
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1002.0,2호선,6.0,2.0,6-2
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1002.0,2호선,5.0,3.0,5-3
1002000234,신도림,1002,2호선,1002000233,1002000235,대림,문래,37.50822219153535,126.89161095407636,1002.0,2호선,1001.0,1호선,7.0,3.0,7-3
1002000235,문래,1002,2호선,1002000234,1002000236,신도림,영등포구청,37.5179757181801,126.894778820701,,,,,,,
1002000236,영등포구청,1002,2호선,1002000235,1002000237,문래,당산,37.5258305311402,126.89667739939,1002.0,2호선,1005.0,5호선,7.0,4.0,7-4
1002000236,영등포구청,1002,2호선,1002000235,1002000237,문래,당산,37.5258305311402,126.89667739939,1002.0,2호선,1005.0,5호선,2.0,3.0,2-3
1002000237,당산,1002,2호선,1002000236,1002000238,영등포구청,합정,37.5347843171332,126.902611795523,1002.0,2호선,1009.0,9호선,3.0,4.0,3-4
1002000237,당산,1002,2호선,1002000236,1002000238,영등포구청,합정,37.5347843171332,126.902611795523,1002.0,2호선,1009.0,9호선,7.0,1.0,7-1
1002000238,합정,1002,2호선,1002000237,1002000239,당산,홍대입구,37.54991315995173,126.91445406513526,1002.0,2호선,1006.0,6호선,9.0,2.0,9-2
1002000238,합정,1002,2호선,1002000237,1002000239,당산,홍대입구,37.54991315995173,126.91445406513526,1002.0,2호선,1006.0,6호선,2.0,2.0,2-2
1002000239,홍대입구,1002,2호선,1002000238,1002000240,합정,신촌,37.5568707448873,126.923778562273,1002.0,2호선,1065.0,공항철도,3.0,3.0,3-3
1002000239,홍대입구,1002,2호선,1002000238,1002000240,합정,신촌,37.5568707448873,126.923778562273,1002.0,2호선,1063.0,경의중앙선,3.0,3.0,3-3
1002000239,홍대입구,1002,2호선,1002000238,1002000240,합정,신촌,37.5568707448873,126.923778562273,1002.0,2호선,1065.0,공항철도,8.0,2.0,8-2
1002000239,홍대입구,1002,2호선,1002000238,1002000240,합정,신촌,37.5568707448873,126.923778562273,1002.0,2호선,1063.0,경의중앙선,8.0,2.0,8-2
1002000240,신촌,1002,2호선,1002000239,1002000241,홍대입구,이대,37.55519816936644,126.93698075993808,,,,,,,
1002000241,이대,1002,2호선,1002000240,1002000242,신촌,아현,37.556814718869,126.94642954546576,,,,,,,
1002000242,아현,1002,2호선,1002000241,1002000243,이대,충정로,37.55740617797663,126.95614644008904,,,,,,,
1002000243,충정로,1002,2호선,1002000242,1002000201,아현,시청,37.55976328822766,126.96449207476172,1002.0,2호선,1005.0,5호선,7.0,3.0,7-3
1002000243,충정로,1002,2호선,1002000242,1002000201,아현,시청,37.55976328822766,126.96449207476172,1002.0,2호선,1005.0,5호선,4.0,2.0,4-2
1002002111,용답,1002,2호선,1002000211,1002002112,성수,신답,37.56212277676276,127.05088954367504,,,,,,,
1002002112,신답,1002,2호선,1002002111,1002002113,용답,용두,37.5698386846442,127.047080117369,,,,,,,
1002002113,용두,1002,2호선,1002002112,1002002114,신답,신설동,37.5740621283646,127.038275698211,,,,,,,
1002002114,신설동,1002,2호선,1002002113,1002002114,용두,신설동,37.5748045192005,127.024918166399,1002.0,2호선,1001.0,1호선,1.0,1.0,1-1
1002002341,도림천,1002,2호선,1002000234,1002002342,신도림,양천구청,37.5145080414761,126.882649092584,,,,,,,
1002002342,양천구청,1002,2호선,1002002341,1002002343,도림천,신정네거리,37.5123888716808,126.865722369229,,,,,,,
1002002343,신정네거리,1002,2호선,1002002342,1002002344,양천구청,까치산,37.5202231231721,126.852889567642,,,,,,,
1002002344,까치산,1002,2호선,1002002343,1002002344,신정네거리,까치산,37.5314060103327,126.846948282657,1002.0,2호선,1005.0,5호선,1.0,1.0,1-1
1003000310,대화,1003,3호선,1003000310,1003000311,대화,주엽,37.676157377075,126.747500970967,,,,,,,
1003000311,주엽,1003,3호선,1003000310,1003000312,대화,정발산,37.6701494878278,126.761263524195,,,,,,,
1003000312,정발산,1003,3호선,1003000311,1003000313,주엽,마두,37.659480619983,126.773405960872,,,,,,,
1003000313,마두,1003,3호선,1003000312,1003000314,정발산,백석,37.65224113444557,126.77761059652867,,,,,,,
1003000314,백석,1003,3호선,1003000313,1003000315,마두,대곡,37.6429623651607,126.788131509803,,,,,,,
1003000315,대곡,1003,3호선,1003000314,1003000316,백석,화정,37.6316955592152,126.810929998862,1003.0,3호선,1063.0,경의중앙선,7.0,4.0,7-4
1003000316,화정,1003,3호선,1003000315,1003000317,대곡,원당,37.6346440058753,126.832688422366,,,,,,,
1003000317,원당,1003,3호선,1003000316,1003000309,화정,원흥,37.6531102058516,126.842918441607,,,,,,,
1003000318,삼송,1003,3호선,1003000309,1003000319,원흥,지축,37.65326511526386,126.89573389994084,,,,,,,
1003000319,지축,1003,3호선,1003000318,1003000320,삼송,구파발,37.6481486423031,126.913854269202,,,,,,,
1003000320,구파발,1003,3호선,1003000319,1003000321,지축,연신내,37.6364357889145,126.918852820009,,,,,,,
1003000321,연신내,1003,3호선,1003000320,1003000322,구파발,불광,37.6192032466353,126.921100704496,1003.0,3호선,1006.0,6호선,6.0,3.0,6-3
1003000321,연신내,1003,3호선,1003000320,1003000322,구파발,불광,37.6192032466353,126.921100704496,1003.0,3호선,1006.0,6호선,5.0,1.0,5-1
1003000322,불광,1003,3호선,1003000321,1003000323,연신내,녹번,37.6100477979795,126.930315826401,1003.0,3호선,1006.0,6호선,10.0,4.0,10-4
1003000322,불광,1003,3호선,1003000321,1003000323,연신내,녹번,37.6100477979795,126.930315826401,1003.0,3호선,1006.0,6호선,1.0,1.0,1-1
1002000201,시청,1002,2호선,1002000243,1002000202,충정로,을지로입구,37.56368183746611,126.97559827045151,1002.0,2호선,1001.0,1호선,1.0,1.0,1-1
1002000201,시청,1002,2호선,1002000243,1002000202,충정로,을지로입구,37.56368183746611,126.97559827045151,1002.0,2호선,1001.0,1호선,10.0,4.0,10-4
1002000202,을지로입구,1002,2호선,1002000201,1002000203,시청,을지로3가,37.56603551771296,126.9821953112953,,,,,,,
1002000203,을지로3가,1002,2호선,1002000202,1002000204,을지로입구,을지로4가,37.56629149790628,126.99098443539428,1002.0,2호선,1003.0,3호선,1.0,1.0,1-1
1002000203,을지로3가,1002,2호선,1002000202,1002000204,을지로입구,을지로4가,37.56629149790628,126.99098443539428,1002.0,2호선,1003.0,3호선,10.0,4.0,10-4
1002000204,을지로4가,1002,2호선,1002000203,1002000205,을지로3가,동대문역사문화공원,37.5666405038268,126.997632059113,1002.0,2호선,1005.0,5호선,4.0,3.0,4-3
1002000204,을지로4가,1002,2호선,1002000203,1002000205,을지로3가,동대문역사문화공원,37.5666405038268,126.997632059113,1002.0,2호선,1005.0,5호선,7.0,2.0,7-2
1002000205,동대문역사문화공원,1002,2호선,1002000204,1002000206,을지로4가,신당,37.56566440553802,127.00900417014896,1002.0,2호선,1005.0,5호선,6.0,3.0,6-3
1002000205,동대문역사문화공원,1002,2호선,1002000204,1002000206,을지로4가,신당,37.56566440553802,127.00900417014896,1002.0,2호선,1004.0,4호선,9.0,1.0,9-1
1002000205,동대문역사문화공원,1002,2호선,1002000204,1002000206,을지로4가,신당,37.56566440553802,127.00900417014896,1002.0,2호선,1005.0,5호선,5.0,2.0,5-2
1002000205,동대문역사문화공원,1002,2호선,1002000204,1002000206,을지로4가,신당,37.56566440553802,127.00900417014896,1002.0,2호선,1004.0,4호선,2.0,4.0,2-4
1002000206,신당,1002,2호선,1002000205,1002000207,동대문역사문화공원,상왕십리,37.5656730531732,127.019477533278,1002.0,2호선,1006.0,6호선,10.0,4.0,10-4
1002000206,신당,1002,2호선,1002000205,1002000207,동대문역사문화공원,상왕십리,37.5656730531732,127.019477533278,1002.0,2호선,1006.0,6호선,1.0,1.0,1-1
1002000207,상왕십리,1002,2호선,1002000206,1002000208,신당,왕십리,37.56443666620397,127.02927241035285,,,,,,,
1002000208,왕십리,1002,2호선,1002000207,1002000209,상왕십리,한양대,37.561268363317176,127.03710337610202,1002.0,2호선,1063.0,경의중앙선,3.0,1.0,3-1
1002000208,왕십리,1002,2호선,1002000207,1002000209,상왕십리,한양대,37.561268363317176,127.03710337610202,1002.0,2호선,1005.0,5호선,6.0,1.0,6-1
1002000208,왕십리,1002,2호선,1002000207,1002000209,상왕십리,한양대,37.561268363317176,127.03710337610202,1002.0,2호선,1075.0,수인분당선,3.0,1.0,3-1
1002000208,왕십리,1002,2호선,1002000207,1002000209,상왕십리,한양대,37.561268363317176,127.03710337610202,1002.0,2호선,1005.0,5호선,5.0,4.0,5-4
1002000208,왕십리,1002,2호선,1002000207,1002000209,상왕십리,한양대,37.561268363317176,127.03710337610202,1002.0,2호선,1063.0,경의중앙선,8.0,2.0,8-2
1002000208,왕십리,1002,2호선,1002000207,1002000209,상왕십리,한양대,37.561268363317176,127.03710337610202,1002.0,2호선,1075.0,수인분당선,8.0,2.0,8-2
1002000209,한양대,1002,2호선,1002000208,1002000210,왕십리,뚝섬,37.5557159860408,127.043639802768,,,,,,,
1002000210,뚝섬,1002,2호선,1002000209,1002000211,한양대,성수,37.547241554679,127.04738727881,,,,,,,
1002000211,성수,1002,2호선,1002000210,1002000212,뚝섬,건대입구,37.5445888153751,127.056066999327,1002.0,2호선,1002.0,2호선,0.0,0.0,0-0
1002000211,성수,1002,2호선,1002000210,1002000212,뚝섬,건대입구,37.5445888153751,127.056066999327,1002.0,2호선,1002.0,2호선,4.0,4.0,4-4
1002000211,성수,1002,2호선,1002000210,1002000212,뚝섬,건대입구,37.5445888153751,127.056066999327,1002.0,2호선,1002.0,2호선,10.0,4.0,10-4
1002000212,건대입구,1002,2호선,1002000211,1002000213,성수,구의,37.54040751726388,127.06920291650827,1002.0,2호선,1007.0,7호선,8.0,3.0,8-3
1002000212,건대입구,1002,2호선,1002000211,1002000213,성수,구의,37.54040751726388,127.06920291650827,1002.0,2호선,1007.0,7호선,3.0,2.0,3-2
1002000213,구의,1002,2호선,1002000212,1002000214,건대입구,강변,37.5371752725594,127.086180837795,,,,,,,
1002000214,강변,1002,2호선,1002000213,1002000215,구의,잠실나루,37.5351180385975,127.094741101863,,,,,,,
1002000215,잠실나루,1002,2호선,1002000214,1002000216,강변,잠실,37.5207124124456,127.103808749487,,,,,,,
1002000216,잠실,1002,2호선,1002000215,1002000217,잠실나루,잠실새내,37.51331105877401,127.10023101886318,1002.0,2호선,1008.0,8호선,10.0,4.0,10-4
1002000216,잠실,1002,2호선,1002000215,1002000217,잠실나루,잠실새내,37.51331105877401,127.10023101886318,1002.0,2호선,1008.0,8호선,1.0,1.0,1-1
1002000217,잠실새내,1002,2호선,1002000216,1002000218,잠실,종합운동장,37.5116263587296,127.086314327913,,,,,,,
1002000218,종합운동장,1002,2호선,1002000217,1002000219,잠실새내,삼성,37.5111446632705,127.073849447402,1002.0,2호선,1009.0,9호선,9.0,1.0,9-1
1002000218,종합운동장,1002,2호선,1002000217,1002000219,잠실새내,삼성,37.5111446632705,127.073849447402,1002.0,2호선,1009.0,9호선,3.0,1.0,3-1
1002000219,삼성,1002,2호선,1002000218,1002000220,종합운동장,선릉,37.508822740225305,127.06302321147604,,,,,,,
1002000220,선릉,1002,2호선,1002000219,1002000221,삼성,역삼,37.504497373023206,127.04896282498558,1002.0,2호선,1075.0,수인분당선,6.0,2.0,6-2
1002000220,선릉,1002,2호선,1002000219,1002000221,삼성,역삼,37.504497373023206,127.04896282498558,1002.0,2호선,1075.0,수인분당선,5.0,2.0,5-2
1002000220,선릉,1002,2호선,1002000219,1002000221,삼성,역삼,37.504497373023206,127.04896282498558,1002.0,2호선,1075.0,수인분당선,6.0,3.0,6-3
1002000221,역삼,1002,2호선,1002000220,1002000222,선릉,강남,37.5006744185994,127.03646946847,,,,,,,
1002000222,강남,1002,2호선,1002000221,1002000223,역삼,교대,37.49808633653005,127.02800140627488,1002.0,2호선,1077.0,신분당선,6.0,3.0,6-3
1002000222,강남,1002,2호선,1002000221,1002000223,역삼,교대,37.49808633653005,127.02800140627488,1002.0,2호선,1077.0,신분당선,5.0,2.0,5-2
1002000223,교대,1002,2호선,1002000222,1002000224,강남,서초,37.4938999991414,127.014383829781,1002.0,2호선,1003.0,3호선,1.0,1.0,1-1
1002000223,교대,1002,2호선,1002000222,1002000224,강남,서초,37.4938999991414,127.014383829781,1002.0,2호선,1003.0,3호선,10.0,4.0,10-4
1002000224,서초,1002,2호선,1002000223,1002000225,교대,방배,37.4918499338918,127.007662120039,,,,,,,
1002000225,방배,1002,2호선,1002000224,1002000226,서초,사당,37.4814561268152,126.997553345516,,,,,,,
1002000226,사당,1002,2호선,1002000225,1002000227,방배,낙성대,37.47656223234824,126.98155858357366,1002.0,2호선,1004.0,4호선,6.0,1.0,6-1
1002000226,사당,1002,2호선,1002000225,1002000227,방배,낙성대,37.47656223234824,126.98155858357366,1002.0,2호선,1004.0,4호선,5.0,3.0,5-3
1002000227,낙성대,1002,2호선,1002000226,1002000228,사당,서울대입구,37.4770932409965,126.963523905001,,,,,,,
1002000228,서울대입구,1002,2호선,1002000227,1002000229,낙성대,봉천,37.4812845080678,126.952713197762,,,,,,,
1002000229,봉천,1002,2호선,1002000228,1002000230,서울대입구,신림,37.4824725161034,126.941686527151,,,,,,,
1002000230,신림,1002,2호선,1002000229,1002000231,봉천,신대방,37.48426713514037,126.9297453749671,,,,,,,
1002000231,신대방,1002,2호선,1002000230,1002000232,신림,구로디지털단지,37.48765046104574,126.91350747615148,,,,,,,
1002000232,구로디지털단지,1002,2호선,1002000231,1002000233,신대방,대림,37.4852605752505,126.901473080039,,,,,,,
1004000411,노원,1004,4호선,1004000410,1004000412,상계,창동,37.6563403513278,127.063449137455,1004.0,4호선,1007.0,7호선,10.0,0.0,10-0
1004000411,노원,1004,4호선,1004000410,1004000412,상계,창동,37.6563403513278,127.063449137455,1004.0,4호선,1007.0,7호선,1.0,0.0,1-0
1004000411,노원,1004,4호선,1004000410,1004000412,상계,창동,37.6563403513278,127.063449137455,1004.0,4호선,1007.0,7호선,10.0,4.0,10-4
1004000411,노원,1004,4호선,1004000410,1004000412,상계,창동,37.6563403513278,127.063449137455,1004.0,4호선,1007.0,7호선,1.0,1.0,1-1
1001000100,소요산,1001,1호선,1001000100,1001000101,소요산,동두천,37.9488975919392,127.061128608638,,,,,,,
1001000133,서울,1001,1호선,1001000132,1001000134,시청,남영,37.55597933890212,126.97209238331357,1001.0,1호선,1063.0,경의중앙선,10.0,4.0,10-4
1001000133,서울,1001,1호선,1001000132,1001000134,시청,남영,37.55597933890212,126.97209238331357,1001.0,1호선,1063.0,경의중앙선,1.0,2.0,1-2
1001000133,서울,1001,1호선,1001000132,1001000134,시청,남영,37.55597933890212,126.97209238331357,1001.0,1호선,1004.0,4호선,1.0,2.0,1-2
1001000133,서울,1001,1호선,1001000132,1001000134,시청,남영,37.55597933890212,126.97209238331357,1001.0,1호선,1004.0,4호선,10.0,4.0,10-4
1001000133,서울,1001,1호선,1001000132,1001000134,시청,남영,37.55597933890212,126.97209238331357,1001.0,1호선,1065.0,공항철도,1.0,2.0,1-2
1001000133,서울,1001,1호선,1001000132,1001000134,시청,남영,37.55597933890212,126.97209238331357,1001.0,1호선,1065.0,공항철도,10.0,4.0,10-4
1001000134,남영,1001,1호선,1001000133,1001000135,서울,용산,37.540566672483216,126.97133096608212,,,,,,,
1001000135,용산,1001,1호선,1001000134,1001000136,남영,노량진,37.52977356999725,126.96462961258052,1001.0,1호선,1063.0,경의중앙선,1.0,1.0,1-1
1001000135,용산,1001,1호선,1001000134,1001000136,남영,노량진,37.52977356999725,126.96462961258052,1001.0,1호선,1063.0,경의중앙선,6.0,2.0,6-2
1001000136,노량진,1001,1호선,1001000135,1001000137,용산,대방,37.5140547961008,126.942109882124,1001.0,1호선,1009.0,9호선,1.0,1.0,1-1
1001000136,노량진,1001,1호선,1001000135,1001000137,용산,대방,37.5140547961008,126.942109882124,1001.0,1호선,1009.0,9호선,10.0,4.0,10-4
1001000137,대방,1001,1호선,1001000136,1001000138,노량진,신길,37.51335413975466,126.9264944914272,,,,,,,
1001000138,신길,1001,1호선,1001000137,1001000139,대방,영등포,37.51678703217714,126.91836721069228,1001.0,1호선,1005.0,5호선,2.0,4.0,2-4
1001000138,신길,1001,1호선,1001000137,1001000139,대방,영등포,37.51678703217714,126.91836721069228,1001.0,1호선,1005.0,5호선,9.0,1.0,9-1
1001000139,영등포,1001,1호선,1001000138,1001000140,신길,신도림,37.5156726288261,126.907550274975,,,,,,,
1001000140,신도림,1001,1호선,1001000139,1001000141,영등포,구로,37.508908482648,126.891312500851,1001.0,1호선,1002.0,2호선,2.0,3.0,2-3
1001000140,신도림,1001,1호선,1001000139,1001000141,영등포,구로,37.508908482648,126.891312500851,1001.0,1호선,1002.0,2호선,4.0,4.0,4-4
1001000141,구로,1001,1호선,1001000140,1001000142,신도림,구일,37.50334155631282,126.88230806229326,1001.0,1호선,1001.0,1호선,1.0,1.0,1-1
