지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,이전지하철역명,다음지하철역명,지하철역X좌표,지하철역Y좌표
1005080549,둔촌동,1005,5호선,1005000548,1005080550,둔촌동,둔촌동,127.13621464981398,37.52765684247226
1005080550,올림픽공원,1005,5호선,1005080549,1005080551,올림픽공원,올림픽공원,127.130963675401,37.5163389870117
1005080551,방이,1005,5호선,1005080550,1005080552,방이,방이,127.126096046986,37.5087506251989
1005080552,오금,1005,5호선,1005080551,1005080553,오금,오금,127.127953219596,37.5021388575469
1005080553,개롱,1005,5호선,1005080552,1005080554,개롱,개롱,127.13507959838425,37.497968278388235
1005080554,거여,1005,5호선,1005080553,1005080555,거여,거여,127.143773841911,37.4933304500736
1005080555,마천,1005,5호선,1005080554,1005080555,마천,마천,127.152859864985,37.4950381629493
1006000610,응암,1006,6호선,1006000610,1006000611,새절,새절,126.9155399209037,37.5984928632876
1006000611,역촌,1006,6호선,1006000610,1006000612,새절,새절,126.9228437430386,37.60622745935512
1006000612,불광,1006,6호선,1006000611,1006000613,불광,불광,126.930315826401,37.6100477979795
1006000613,독바위,1006,6호선,1006000612,1006000614,독바위,독바위,126.933053652461,37.6184141599944
1006000614,연신내,1006,6호선,1006000613,1006000615,연신내,연신내,126.921100704496,37.6192032466353
1006000615,구산,1006,6호선,1006000614,1006000610,구산,구산,126.91725947715172,37.61124669148435
1006000616,새절,1006,6호선,1006000610,1006000617,새절,새절,126.913580663181,37.5908600479967
1006000617,증산,1006,6호선,1006000616,1006000618,증산,증산,126.909494991105,37.583746353282
1006000618,디지털미디어시티,1006,6호선,1006000617,1006000619,디지털미디어시티,디지털미디어시티,126.90127778415635,37.57601374718818
1006000619,월드컵경기장,1006,6호선,1006000618,1006000620,월드컵경기장,월드컵경기장,126.899098148061,37.5696355653344
1006000620,마포구청,1006,6호선,1006000619,1006000621,마포구청,마포구청,126.903425598797,37.5634871865932
1006000621,망원,1006,6호선,1006000620,1006000622,망원,망원,126.910094329982,37.5560826563712
1006000622,합정,1006,6호선,1006000621,1006000623,합정,합정,126.91421318621,37.5487840343032
1006000623,상수,1006,6호선,1006000622,1006000624,상수,상수,126.92242989321456,37.54776618366393
1006000624,광흥창,1006,6호선,1006000623,1006000625,광흥창,광흥창,126.93202965599583,37.54748648317645
1006000625,대흥,1006,6호선,1006000624,1006000626,대흥,대흥,126.942473188734,37.5476479056751
1006000626,공덕,1006,6호선,1006000625,1006000627,공덕,공덕,126.95189540256291,37.543530049331636
1006000627,효창공원앞,1006,6호선,1006000626,1006000628,효창공원앞,효창공원앞,126.96139810075,37.5393087503306
1006000628,삼각지,1006,6호선,1006000627,1006000629,삼각지,삼각지,126.9740539626925,37.535607295640936
1006000629,녹사평,1006,6호선,1006000628,1006000630,녹사평,녹사평,126.9865496751,37.5347227952064
1006000630,이태원,1006,6호선,1006000629,1006000631,이태원,이태원,126.994333861918,37.5345252050511
1006000631,한강진,1006,6호선,1006000630,1006000632,한강진,한강진,127.001765135176,37.5397907743775
1006000632,버티고개,1006,6호선,1006000631,1006000633,버티고개,버티고개,127.006730866101,37.5478275106099
1006000633,약수,1006,6호선,1006000632,1006000634,약수,약수,127.010153707232,37.5539252226626
1006000634,청구,1006,6호선,1006000633,1006000635,청구,청구,127.014165812912,37.5609165488093
1006000635,신당,1006,6호선,1006000634,1006000636,신당,신당,127.01617590593352,37.56609251486158
1006000636,동묘앞,1006,6호선,1006000635,1006000637,동묘앞,동묘앞,127.015725557994,37.5721715926337
1006000637,창신,1006,6호선,1006000636,1006000638,창신,창신,127.01529688465331,37.57941474393655
1006000638,보문,1006,6호선,1006000637,1006000639,보문,보문,127.020003515933,37.585541696968
1006000639,안암,1006,6호선,1006000638,1006000640,안암,안암,127.029233420248,37.586307417971
1006000640,고려대,1006,6호선,1006000639,1006000641,고려대,고려대,127.03630828564728,37.59044191064368
1006000641,월곡,1006,6호선,1006000640,1006000642,월곡,월곡,127.041460725816,37.6018044172918
1006000642,상월곡,1006,6호선,1006000641,1006000643,상월곡,상월곡,127.048829192974,37.6065588265169
1006000643,돌곶이,1006,6호선,1006000642,1006000644,돌곶이,돌곶이,127.0564381246322,37.61054501416126
1006000644,석계,1006,6호선,1006000643,1006000645,석계,석계,127.066703301093,37.6151491167469
1006000645,태릉입구,1006,6호선,1006000644,1006000646,태릉입구,태릉입구,127.07475176155,37.6173499119222
1002000234,신도림,1002,2호선,1002000233,1002000235,신도림,신도림,126.89161095407636,37.508222191535346
1002000235,문래,1002,2호선,1002000234,1002000236,도림천,도림천,126.894778820701,37.5179757181801
1002000236,영등포구청,1002,2호선,1002000235,1002000237,영등포구청,영등포구청,126.89667739939,37.5258305311402
1002000237,당산,1002,2호선,1002000236,1002000238,당산,당산,126.902611795523,37.5347843171332
1002000238,합정,1002,2호선,1002000237,1002000239,합정,합정,126.91445406513526,37.54991315995173
1002000239,홍대입구,1002,2호선,1002000238,1002000240,홍대입구,홍대입구,126.923778562273,37.5568707448873
1002000240,신촌,1002,2호선,1002000239,1002000241,신촌,신촌,126.93698075993808,37.555198169366435
1002000241,이대,1002,2호선,1002000240,1002000242,이대,이대,126.94642954546576,37.556814718869
1002000242,아현,1002,2호선,1002000241,1002000243,아현,아현,126.95614644008904,37.55740617797663
1002000243,충정로,1002,2호선,1002000242,1002000201,충정로,충정로,126.96449207476172,37.55976328822766
1002002111,용답,1002,2호선,1002000211,1002002112,건대입구,건대입구,127.05088954367504,37.562122776762756
1002002112,신답,1002,2호선,1002002111,1002002113,신답,신답,127.047080117369,37.5698386846442
1002002113,용두,1002,2호선,1002002112,1002002114,용두,용두,127.038275698211,37.5740621283646
1002002114,신설동,1002,2호선,1002002113,1002002114,신설동,신설동,127.024918166399,37.5748045192005
1002002341,도림천,1002,2호선,1002000234,1002002342,도림천,도림천,126.882649092584,37.5145080414761
1002002342,양천구청,1002,2호선,1002002341,1002002343,양천구청,양천구청,126.865722369229,37.5123888716808
1002002343,신정네거리,1002,2호선,1002002342,1002002344,신정네거리,신정네거리,126.852889567642,37.5202231231721
1002002344,까치산,1002,2호선,1002002343,1002002344,까치산,까치산,126.846948282657,37.5314060103327
1003000310,대화,1003,3호선,1003000310,1003000311,주엽,주엽,126.747500970967,37.676157377075
1003000311,주엽,1003,3호선,1003000310,1003000312,주엽,주엽,126.761263524195,37.6701494878278
1003000312,정발산,1003,3호선,1003000311,1003000313,정발산,정발산,126.773405960872,37.659480619983
1003000313,마두,1003,3호선,1003000312,1003000314,마두,마두,126.77761059652867,37.65224113444557
1003000314,백석,1003,3호선,1003000313,1003000315,백석,백석,126.788131509803,37.6429623651607
1003000315,대곡,1003,3호선,1003000314,1003000316,대곡,대곡,126.810929998862,37.6316955592152
1003000316,화정,1003,3호선,1003000315,1003000317,화정,화정,126.832688422366,37.6346440058753
1003000317,원당,1003,3호선,1003000316,1003000309,원당,원당,126.842918441607,37.6531102058516
1003000318,삼송,1003,3호선,1003000309,1003000319,삼송,삼송,126.89573389994084,37.65326511526386
1003000319,지축,1003,3호선,1003000318,1003000320,지축,지축,126.913854269202,37.6481486423031
1003000320,구파발,1003,3호선,1003000319,1003000321,구파발,구파발,126.918852820009,37.6364357889145
1003000321,연신내,1003,3호선,1003000320,1003000322,연신내,연신내,126.921100704496,37.6192032466353
1003000322,불광,1003,3호선,1003000321,1003000323,불광,불광,126.930315826401,37.6100477979795
1002000201,시청,1002,2호선,1002000243,1002000202,시청,시청,126.97559827045151,37.56368183746611
1002000202,을지로입구,1002,2호선,1002000201,1002000203,을지로입구,을지로입구,126.9821953112953,37.566035517712955
1002000203,을지로3가,1002,2호선,1002000202,1002000204,을지로3가,을지로3가,126.99098443539428,37.56629149790628
1002000204,을지로4가,1002,2호선,1002000203,1002000205,을지로4가,을지로4가,126.997632059113,37.5666405038268
1002000205,동대문역사문화공원,1002,2호선,1002000204,1002000206,동대문역사문화공원,동대문역사문화공원,127.00900417014896,37.56566440553802
1002000206,신당,1002,2호선,1002000205,1002000207,신당,신당,127.019477533278,37.5656730531732
1002000207,상왕십리,1002,2호선,1002000206,1002000208,상왕십리,상왕십리,127.02927241035283,37.56443666620397
1002000208,왕십리,1002,2호선,1002000207,1002000209,왕십리,왕십리,127.03710337610202,37.561268363317176
1002000209,한양대,1002,2호선,1002000208,1002000210,한양대,한양대,127.043639802768,37.5557159860408
1002000210,뚝섬,1002,2호선,1002000209,1002000211,뚝섬,뚝섬,127.04738727881,37.547241554679
1002000211,성수,1002,2호선,1002000210,1002000212,성수,성수,127.056066999327,37.5445888153751
1002000212,건대입구,1002,2호선,1002000211,1002000213,건대입구,건대입구,127.06920291650829,37.54040751726388
1002000213,구의,1002,2호선,1002000212,1002000214,구의,구의,127.086180837795,37.5371752725594
1002000214,강변,1002,2호선,1002000213,1002000215,강변,강변,127.094741101863,37.5351180385975
1002000215,잠실나루,1002,2호선,1002000214,1002000216,잠실나루,잠실나루,127.103808749487,37.5207124124456
1002000216,잠실,1002,2호선,1002000215,1002000217,잠실,잠실,127.10023101886318,37.51331105877401
1002000217,잠실새내,1002,2호선,1002000216,1002000218,잠실새내,잠실새내,127.086314327913,37.5116263587296
1002000218,종합운동장,1002,2호선,1002000217,1002000219,종합운동장,종합운동장,127.073849447402,37.5111446632705
1002000219,삼성,1002,2호선,1002000218,1002000220,삼성,삼성,127.06302321147605,37.508822740225305
1002000220,선릉,1002,2호선,1002000219,1002000221,선릉,선릉,127.04896282498558,37.504497373023206
1002000221,역삼,1002,2호선,1002000220,1002000222,역삼,역삼,127.03646946847,37.5006744185994
1002000222,강남,1002,2호선,1002000221,1002000223,강남,강남,127.02800140627488,37.49808633653005
1002000223,교대,1002,2호선,1002000222,1002000224,교대,교대,127.014383829781,37.4938999991414
1002000224,서초,1002,2호선,1002000223,1002000225,서초,서초,127.007662120039,37.4918499338918
1002000225,방배,1002,2호선,1002000224,1002000226,방배,방배,126.997553345516,37.4814561268152
1002000226,사당,1002,2호선,1002000225,1002000227,사당,사당,126.98155858357366,37.47656223234824
1002000227,낙성대,1002,2호선,1002000226,1002000228,낙성대,낙성대,126.963523905001,37.4770932409965
1002000228,서울대입구,1002,2호선,1002000227,1002000229,서울대입구,서울대입구,126.952713197762,37.4812845080678
1002000229,봉천,1002,2호선,1002000228,1002000230,봉천,봉천,126.941686527151,37.4824725161034
1002000230,신림,1002,2호선,1002000229,1002000231,신림,신림,126.9297453749671,37.484267135140364
1002000231,신대방,1002,2호선,1002000230,1002000232,신대방,신대방,126.91350747615147,37.48765046104574
1002000232,구로디지털단지,1002,2호선,1002000231,1002000233,구로디지털단지,구로디지털단지,126.901473080039,37.4852605752505
1004000411,노원,1004,4호선,1004000410,1004000412,노원,노원,127.063449137455,37.6563403513278
1001000100,소요산,1001,1호선,1001000100,1001000101,소요산,소요산,127.061128608638,37.9488975919392
1001000133,서울,1001,1호선,1001000132,1001000134,서울,서울,126.97209238331357,37.55597933890212
1001000134,남영,1001,1호선,1001000133,1001000135,남영,남영,126.97133096608212,37.540566672483216
1001000135,용산,1001,1호선,1001000134,1001000136,용산,용산,126.96462961258051,37.52977356999725
1001000136,노량진,1001,1호선,1001000135,1001000137,노량진,노량진,126.942109882124,37.5140547961008
1001000137,대방,1001,1호선,1001000136,1001000138,대방,대방,126.92649449142719,37.51335413975466
1001000138,신길,1001,1호선,1001000137,1001000139,신길,신길,126.91836721069228,37.51678703217714
1001000139,영등포,1001,1호선,1001000138,1001000140,영등포,영등포,126.907550274975,37.5156726288261
1001000140,신도림,1001,1호선,1001000139,1001000141,신도림,신도림,126.891312500851,37.508908482648
1001000141,구로,1001,1호선,1001000140,1001000142,구로,구로,126.88230806229326,37.50334155631282
1001000112,망월사,1001,1호선,1001000111,1001000113,망월사,망월사,127.047418285506,37.7102191609902
1001000113,도봉산,1001,1호선,1001000112,1001000114,도봉산,도봉산,127.04606271663916,37.68951167833238
1001000114,도봉,1001,1호선,1001000113,1001000115,도봉,도봉,127.045534886672,37.6792119046658
1001000115,방학,1001,1호선,1001000114,1001000116,방학,방학,127.044321721307,37.6674383662755
1001000116,창동,1001,1호선,1001000115,1001000117,창동,창동,127.047644999036,37.6533385121404
1001000117,녹천,1001,1호선,1001000116,1001000118,녹천,녹천,127.05138201885734,37.644633445567656
1001000118,월계,1001,1호선,1001000117,1001000119,월계,월계,127.058857087601,37.6332775453974
1001000119,광운대,1001,1호선,1001000118,1001000120,광운대,광운대,127.061695160651,37.6238373628149
1001000120,석계,1001,1호선,1001000119,1001000121,석계,석계,127.06568946412851,37.61500552731744
1001000121,신이문,1001,1호선,1001000120,1001000122,신이문,신이문,127.067398003775,37.6017816437084
1001000122,외대앞,1001,1호선,1001000121,1001000123,외대앞,외대앞,127.06369251145765,37.596274142656114
1001000123,회기,1001,1호선,1001000122,1001000124,회기,회기,127.058048369273,37.5897962196601
1001000124,청량리,1001,1호선,1001000123,1001000125,청량리,청량리,127.04472723023305,37.580037056302906
1001000125,제기동,1001,1호선,1001000124,1001000126,제기동,제기동,127.03494949507864,37.57817349658033
1001000126,신설동,1001,1호선,1001000125,1001000127,신설동,신설동,127.024456700382,37.5760299683175
1001000127,동묘앞,1001,1호선,1001000126,1001000128,동묘앞,동묘앞,127.016364227103,37.5732166600283
1001000128,동대문,1001,1호선,1001000127,1001000129,동대문,동대문,127.01063381083677,37.571669405802616
1001000129,종로5가,1001,1호선,1001000128,1001000130,종로5가,종로5가,127.00153834521934,37.57097610838373
1001000130,종로3가,1001,1호선,1001000129,1001000131,종로3가,종로3가,126.992153252476,37.570420844523
1001000131,종각,1001,1호선,1001000130,1001000132,종각,종각,126.98315081716676,37.570227990912244
1001000132,시청,1001,1호선,1001000131,1001000133,시청,시청,126.97719821079865,37.56534539636417
1009000937,둔촌오륜,1009,9호선,1009000936,1009000938,둔촌오륜,둔촌오륜,127.13865206962898,37.51940803726135
1081370010,세종대왕릉,1081,경강선,1081370009,1081370011,세종대왕릉,세종대왕릉,127.57065963840586,37.2936326216504
1079340004,경전철의정부,1079,의정부,1079340003,1079340005,경전철의정부,경전철의정부,127.04330596631,37.7372643130628
1078330012,가정중앙시장,1078,인천2호선,1078330011,1078330013,가정중앙시장,가정중앙시장,126.676823324228,37.5175263931377
1005000554,강일,1005,5호선,1005000553,1005000555,강일,강일,127.175680183486,37.5574259795986
1005000555,미사,1005,5호선,1005000554,1005000556,미사,미사,127.192490980441,37.562991348199
1005000556,하남풍산,1005,5호선,1005000555,1005000557,하남풍산,하남풍산,127.204006631381,37.5522898049699
1005000557,하남시청,1005,5호선,1005000556,1005000558,하남시청,하남시청,127.206298162203,37.5419775122576
1005000558,하남검단산,1005,5호선,1005000557,1005000558,하남검단산,하남검단산,127.223219337317,37.5398032640088
1075075236,신갈,1075,수인분당선,1075075235,1075075237,신갈,신갈,127.111284750107,37.2861483619847
1075075237,기흥,1075,수인분당선,1075075236,1075075238,기흥,기흥,127.115955078051,37.2754972009506
1075075238,상갈,1075,수인분당선,1075075237,1075075239,상갈,상갈,127.108737254546,37.261811831367
1075075239,청명,1075,수인분당선,1075075238,1075075240,청명,청명,127.078969000537,37.2595395723925
1075075240,영통,1075,수인분당선,1075075239,1075075241,영통,영통,127.07133191773,37.2515035095752
1075075241,망포,1075,수인분당선,1075075240,1075075242,망포,망포,127.056854781327,37.2458383703858
1075075242,매탄권선,1075,수인분당선,1075075241,1075075243,매탄권선,매탄권선,127.040808657326,37.2525055074191
1075075243,수원시청,1075,수인분당선,1075075242,1075075244,수원시청,수원시청,127.030857188083,37.2619226180172
1075075244,매교,1075,수인분당선,1075075243,1075075245,매교,매교,127.01590057208,37.2655153235144
1075075245,수원,1075,수인분당선,1075075244,1075075246,수원,수원,127.00004960484385,37.26568218296588
1075075246,고색,1075,수인분당선,1075075245,1075075247,고색,고색,126.980572516343,37.2497717717764
1075075247,오목천,1075,수인분당선,1075075246,1075075248,오목천,오목천,126.963902835862,37.2433596329495
1075075248,어천,1075,수인분당선,1075075247,1075075249,어천,어천,126.90880001435008,37.25008784954119
1075075249,야목,1075,수인분당선,1075075248,1075075250,야목,야목,126.883773399214,37.2614226743824
1075075250,사리,1075,수인분당선,1075075249,1075075251,사리,사리,126.85710444456184,37.290641235808586
1075075251,한대앞,1075,수인분당선,1075075250,1075075252,한대앞,한대앞,126.85324560267,37.3102070123702
1075075252,중앙,1075,수인분당선,1075075251,1075075253,중앙,중앙,126.8379593376949,37.316040183909934
1075075253,고잔,1075,수인분당선,1075075252,1075075254,고잔,고잔,126.822470479766,37.3168252865338
1075075254,초지,1075,수인분당선,1075075253,1075075255,초지,초지,126.80546223274199,37.320896443419954
1075075255,안산,1075,수인분당선,1075075254,1075075256,안산,안산,126.78801883475911,37.32740075973935
1075075256,신길온천,1075,수인분당선,1075075255,1075075257,신길온천,신길온천,126.76655878915673,37.33789250317993
1075075257,정왕,1075,수인분당선,1075075256,1075075258,정왕,정왕,126.742261089582,37.3520125238326
1075075258,오이도,1075,수인분당선,1075075257,1075075259,오이도,오이도,126.73892305019992,37.362929236026645
1075075259,달월,1075,수인분당선,1075075258,1075075260,달월,달월,126.74540347645,37.3800267658985
1075075260,월곶,1075,수인분당선,1075075259,1075075261,월곶,월곶,126.742707561155,37.3918207044367
1075075261,소래포구,1075,수인분당선,1075075260,1075075262,소래포구,소래포구,126.733492081979,37.4009402347666
1075075262,인천논현,1075,수인분당선,1075075261,1075075263,인천논현,인천논현,126.722452080127,37.4006589466073
1075075263,호구포,1075,수인분당선,1075075262,1075075264,호구포,호구포,126.708683171095,37.4016421735726
1075075264,남동인더스파크,1075,수인분당선,1075075263,1075075265,남동인더스파크,남동인더스파크,126.695227491501,37.4077423820652
1075075265,원인재,1075,수인분당선,1075075264,1075075266,원인재,원인재,126.686457819329,37.4132120460243
1075075266,연수,1075,수인분당선,1075075265,1075075267,연수,연수,126.67874745918827,37.41792798381812
1075075267,송도,1075,수인분당선,1075075266,1075075268,송도,송도,126.654675713707,37.4299616326114
1075075268,인하대,1075,수인분당선,1075075267,1075075269,인하대,인하대,126.649763418519,37.4483386165197
1075075269,숭의,1075,수인분당선,1075075268,1075075270,숭의,숭의,126.63841022084426,37.460799611154286
1001080173,탕정,1001,1호선,1001080172,1001080174,탕정,탕정,127.08439248328,36.7882087107804
1075075270,신포,1075,수인분당선,1075075269,1075075271,신포,신포,126.624533685908,37.4684545360849
1075075271,인천,1075,수인분당선,1075075270,1075075271,인천,인천,126.617398357613,37.4764686136348
1008000820,복정,1008,8호선,1008000819,1008000821,복정,복정,127.12672175187316,37.47074367341675
1008000821,남위례,1008,8호선,1008000820,1008000822,남위례,남위례,127.139350997519,37.4627230752808
1008000822,산성,1008,8호선,1008000821,1008000823,산성,산성,127.14994186233623,37.456881468719025
1008000823,남한산성입구,1008,8호선,1008000822,1008000824,남한산성입구,남한산성입구,127.159882577768,37.4516686968693
1008000824,단대오거리,1008,8호선,1008000823,1008000825,단대오거리,단대오거리,127.156769790167,37.44502248894697
1008000825,신흥,1008,8호선,1008000824,1008000826,신흥,신흥,127.147538132656,37.4409230460675
1008000826,수진,1008,8호선,1008000825,1008000827,수진,수진,127.140534508419,37.4373779787206
1008000827,모란,1008,8호선,1008000826,1008000827,모란,모란,127.129970457799,37.4340382896277
1007000760,산곡,1007,7호선,1007000759,1007000760,산곡,산곡,126.703543714352,37.5086071956774
1007000761,석남,1007,7호선,1007000760,1007000761,석남,석남,126.676149271119,37.5062431189861
1069073139,송도달빛축제공원,1069,인천1호선,1069073138,1069073139,송도달빛축제공원,송도달빛축제공원,126.62601790846256,37.406920219431996
1006000648,신내,1006,6호선,1006000647,1006000648,신내,신내,127.104271439503,37.6124910157349
