Unnamed: 0,지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,기본주소,상세주소,지하철역X좌표,지하철역Y좌표
0,1009000931,삼전,1009,9호선,1009000930,1009000932,서울 송파구 삼전동,133-13,207754.59092,445000.75279
1,1009000932,석촌고분,1009,9호선,1009000931,1009000933,서울 송파구 삼전동,133-13,208546.69877,444785.34871
2,1009000933,석촌,1009,9호선,1009000932,1009000934,서울특별시 송파구 송파동,19,209473.4,445088.5
3,1009000934,송파나루,1009,9호선,1009000933,1009000935,서울 송파구 송파동,48-11,209928.13163,445680.01312
4,1009000935,한성백제,1009,9호선,1009000934,1009000936,서울 송파구 방이동,45-4,210265.51556,446364.36553
5,1009000936,올림픽공원,1009,9호선,1009000935,1009000937,서울특별시 송파구 방이동,89,211619.6874,446415.4267
6,1009000938,중앙보훈병원,1009,9호선,1009000937,1009000938,서울 강동구 둔촌동,6-2,213081.44449,447598.70848
7,1078330016,가재울,1078,인천2호선,1078330015,1078330017,인천광역시 서구 가좌동 288,,172053.588,442777.328
8,1092004710,정릉,1092,우이신설선,1092004709,1092004711,성북구 정릉동,286-19,201193.6252,455904.3242
9,1078330019,시민공원,1078,인천2호선,1078330018,1078330020,인천광역시 남구 주안동 189,,171873.611,439923.634
10,1078330020,석바위시장,1078,인천2호선,1078330019,1078330021,인천광역시 남구 주안동 1597,,171873.611,439923.634
11,1078330021,인천시청,1078,인천2호선,1078330020,1078330022,인천광역시 남동구 예술로 지하 264,,173567.395,439763.651
12,1078330022,석천사거리,1078,인천2호선,1078330021,1078330023,인천광역시 남동구 구월동 73-3,,174407.289,439739.653
13,1078330023,모래내시장,1078,인천2호선,1078330022,1078330024,인천광역시 남구 구월동 341-6,,175231.182,439637.665
14,1078330024,만수,1078,인천2호선,1078330023,1078330025,인천광역시 남동구 만수동 993,,176257.045,439543.675
15,1078330025,남동구청,1078,인천2호선,1078330024,1078330026,인천광역시 남동구 만수동 1006,,176704.989,438781.756
16,1078330026,인천대공원,1078,인천2호선,1078330025,1078330027,인천광역시 남동구 장수동 606-9,,178178.802,438803.754
17,1067080129,천마산,1067,경춘선,1067080128,1067080130,경기도 남양주시 화도음 묵현리,산99-16,225176.2,462195.9
18,1067080130,마석,1067,경춘선,1067080129,1067080131,경기도 남양주시 화도읍 마석중앙로 83-14,,227499.4,461509.0
19,1067080131,대성리,1067,경춘선,1067080130,1067080132,경기도 가평군 청평면 경춘로 88,,233488.6,465020.7
20,1067080132,청평,1067,경춘선,1067080131,1067080133,경기도 가평군 청평면 청평역로 97-33,,237602.1,470726.0
21,1067080133,상천,1067,경춘선,1067080132,1067080134,경기도 가평군 청평면 상천역로 29,,240047.8,474583.6
22,1067080134,가평,1067,경춘선,1067080133,1067080135,경기도 가평군 가평읍 문화로 13-42,,244963.1,479529.1
23,1067080135,굴봉산,1067,경춘선,1067080134,1067080136,강원도 춘천시 남산면 서백길 192,,249086.6,481494.9
24,1067080136,백양리,1067,경춘선,1067080135,1067080137,강원도 춘천시 남산면 북한강변길 690,,251876.2,481380.8
25,1067080137,강촌,1067,경춘선,1067080136,1067080138,강원도 춘천시 남산면 강촌로 34,,255845.7,478619.1
26,1067080138,김유정,1067,경춘선,1067080137,1067080139,강원도 춘천시 신동면 김유정로 1435,,262882.8,480081.0
27,1067080139,남춘천,1067,경춘선,1067080138,1067080140,강원도 춘천시 영서로 2260,,263686.7,485156.5
28,1067080140,춘천,1067,경춘선,1067080139,1067080140,강원도 춘천시 평화로1,,263070.8,487492.2
29,1069073110,계양,1069,인천1호선,1069073110,1069073111,인천광역시 계양구 다남로 24,,176718.9,452476.1
30,1069073111,귤현,1069,인천1호선,1069073110,1069073112,인천광역시 계양구 장제로 1136,,177267.8,451893.2
31,1069073112,박촌,1069,인천1호선,1069073111,1069073113,인천광역시 계양구 장제로 지하992,,177471.8,450490.3
32,1069073113,임학,1069,인천1호선,1069073112,1069073114,인천광역시 계양구 장제로 지하875,,176902.9,449534.5
33,1069073114,계산,1069,인천1호선,1069073113,1069073115,인천광역시 계양구 경명대로 지하1089,,175940.0,449349.4
34,1003000309,원흥,1003,3호선,1003000317,1003000318,경기 고양시 덕양구 원흥동,,188780.7,461245.1
35,1063075319,강매,1063,경의중앙선,1063075320,1063075318,경기도 고양시 덕양구 소원로 202,,186216.5,456976.1
36,1065006501,서울,1065,공항철도,1065006501,1065006502,서울특별시 용산구 동자동,14,197313.8378,450432.7797
37,1065006502,공덕,1065,공항철도,1065006501,1065006503,서울 마포구 도화동,25-13,195824.3,449236.4
38,1065006503,홍대입구,1065,공항철도,1065006502,1065006504,서울특별시 마포구 동교동,165,193520.2917,450917.89
39,1065006504,디지털미디어시티,1065,공항철도,1065006503,1065065042,서울특별시 은평구 증산동,223-27,191147.1605,453125.8651
40,1065006505,김포공항,1065,공항철도,1065065042,1065006506,서울 강서구 방화동,738,182524.5,451427.1
41,1065006506,계양,1065,공항철도,1065006505,1065006507,인천광역시 계양구 귤현동,451-267,176764.4507,452501.689
42,1065006507,검암,1065,공항철도,1065006506,1065065071,인천광역시 서구 검암동,414-204,171157.002,452224.3208
43,1065065071,청라국제도시,1065,공항철도,1065006507,1065065072,인천광역시 서구 경서동 519,404-170,166813.0,450831.5
44,1065006509,공항화물청사,1065,공항철도,1065006508,1065006510,인천광역시 중구 운서동,2164,153762.3962,440097.0217
45,1065006510,인천공항1터미널,1065,공항철도,1065006509,1065006510,인천광역시 중구 운서동,2851,151530.3543,438833.6898
46,1065006511,인천공항2터미널,1065,공항철도,1065006510,1065006511,인천광역시 중구 운서동,2851,149885.0759,441219.6985
47,1071075250,오이도,1071,수인선,1071075250,1071075251,경기도 시흥시 역전로 430,,176858.8,429299.0
48,1071075251,달월,1071,수인선,1071075250,1071075252,경기 시흥시 월곶동 689,,177459.0,431225.6
49,1071075252,월곶,1071,수인선,1071075251,1071075253,경기도 시흥시 월곶중앙로14번길 56,,177219.7,432534.7
50,1063075331,금촌,1063,경의중앙선,1063075333,1063075330,경기도 파주시 새꽃로 193,,180133.2,474071.4
51,1063075330,금릉,1063,경의중앙선,1063075331,1063075329,경기도 파주시 금릉역로 85,,179319.3,472425.6
52,1063075329,운정,1063,경의중앙선,1063075330,1063075328,경기도 파주시 운정역길 368,,179475.3,469567.9
53,1063075327,탄현,1063,경의중앙선,1063075328,1063075326,경기도 고양시 일산서구 경의로 848,,178932.5,466064.4
54,1063075326,일산,1063,경의중앙선,1063075327,1063075325,경기도 고양시 일산서구 경의로 672,,179710.4,464735.6
55,1063075325,풍산,1063,경의중앙선,1063075326,1063075324,경기도 고양시 일산동구 경의로 486,,181147.2,463652.7
56,1063075324,백마,1063,경의중앙선,1063075325,1063075323,경기도 고양시 일산동구 경의로 318,,181880.1,462072.8
57,1063075323,곡산,1063,경의중앙선,1063075324,1063075322,경기도 고양시 일산동구 경의로 160,,182513.0,460698.0
58,1063075322,대곡,1063,경의중앙선,1063075323,1063075321,경기도 고양시 덕양구 대주로 107번길 71-81,,183219.9,459165.1
59,1063075321,능곡,1063,경의중앙선,1063075322,1063075320,경기도 고양시 덕양구 토당로 35,,184145.8,457735.2
60,1063075320,행신,1063,경의중앙선,1063075321,1063075319,경기도 고양시 덕양구 소원로 102,,185365.7,456963.4
61,1063075318,화전,1063,경의중앙선,1063075319,1063075317,경기도 고양시 덕양구 화랑로 53,,188370.2,455950.5
62,1063075317,수색,1063,경의중앙선,1063075318,1063075316,서울특별시 은평구 수색로 261-1,,190785.0,453490.8
63,1063075316,디지털미디어시티,1063,경의중앙선,1063075317,1063075315,서울특별시 은평구 수색로 193,,191225.9,453110.7
64,1063075315,가좌,1063,경의중앙선,1063075316,1063075314,서울특별시 서대문구 수색로 27,,192472.7,452137.9
65,1063075314,홍대입구,1063,경의중앙선,1063075315,1063075313,서울특별시 마포구 양화로 지하188,,193560.6,450889.1
66,1063075313,서강대,1063,경의중앙선,1063075314,1063075312,서울특별시 마포구 서강로 지하118,,194295.6,450302.1
67,1063075312,공덕,1063,경의중앙선,1063075313,1063075826,서울특별시 마포구 마포대로 지하92,,195807.3,449230.2
68,1063075110,용산,1063,경의중앙선,1063075826,1063075111,서울특별시 용산구 한강대로23길 55,,196887.1,447782.9
69,1063075111,이촌,1063,경의중앙선,1063075110,1063075112,서울특별시 용산구 이촌로71길 42,,197661.1,446993.1
70,1063075335,문산,1063,경의중앙선,1063075335,1063075334,경기도 파주시 문산읍 문산역로 94,,181285.1,483886.4
71,1063075334,파주,1063,경의중앙선,1063075335,1063075333,경기도 파주시 파주읍 주라위길 38,,181747.0,479538.9
72,1063075333,월롱,1063,경의중앙선,1063075334,1063075331,경기도 파주시 월롱면 통일로 980,,181719.0,477381.1
73,1063075112,서빙고,1063,경의중앙선,1063075111,1063075113,서울특별시 용산구 서빙고로 238,,198966.9,446679.1
74,1063075113,한남,1063,경의중앙선,1063075112,1063075114,서울특별시 용산구 독서당로6길 12-13,,200809.7,447767.0
75,1063075114,옥수,1063,경의중앙선,1063075113,1063075115,서울특별시 성동구 동호로 지하21,,201654.6,448999.8
76,1063075115,응봉,1063,경의중앙선,1063075114,1063075116,서울특별시 성동구 고산자로 123,,203044.4,450043.7
77,1063075116,왕십리,1063,경의중앙선,1063075115,1063075117,서울특별시 성동구 왕십리광장로 17,,203386.3,451395.6
78,1063075117,청량리,1063,경의중앙선,1063075116,1063075118,서울특별시 동대문구 왕산로 214,,204244.2,453442.3
79,1063075118,회기,1063,경의중앙선,1063075117,1063075119,서울특별시 동대문구 회기로 196,,205123.2,454458.3
80,1063075119,중랑,1063,경의중앙선,1063075118,1063075120,서울특별시 중랑구 중랑역로 9,,206718.9,455045.3
81,1063075120,상봉,1063,경의중앙선,1063075119,1063075121,서울특별시 중랑구 망우로 297,,207512.8,455241.1
82,1063075121,망우,1063,경의중앙선,1063075120,1063075122,서울 중랑구 망우로 55길 11-10,,208157.7,455530.2
83,1063075122,양원,1063,경의중앙선,1063075121,1063075123,서울특별시 중랑구 송림길 147,,209537.6,456344.1
84,1063075123,구리,1063,경의중앙선,1063075122,1063075124,경기도 구리시 건원대로 34번길 32-29,,212654.2,455974.1
85,1063075124,도농,1063,경의중앙선,1063075123,1063075125,경기도 남양주시 경춘로 433,,214229.9,456587.0
86,1063075125,양정,1063,경의중앙선,1063075124,1063075126,경기도 남양주시 경강로 237,,217185.6,456068.1
87,1063075126,덕소,1063,경의중앙선,1063075125,1063075127,경기도 남양주시 와부읍 덕소로 56,,218442.4,454170.3
88,1063075127,도심,1063,경의중앙선,1063075126,1063075128,경기도 남양주시 와부읍 덕소로 237,,219662.2,453370.4
89,1063075128,팔당,1063,경의중앙선,1063075127,1063075129,경기도 남양주시 와부읍 팔당로 107,,221557.0,449790.8
90,1063075129,운길산,1063,경의중앙선,1063075128,1063075130,경기도 남양주시 조안면 운길산로 20,,227404.3,450618.7
91,1063075130,양수,1063,경의중앙선,1063075129,1063075131,경기도 양평군 양서면 목왕로 55-10,,229079.1,449658.8
92,1063075131,신원,1063,경의중앙선,1063075130,1063075132,경기도 양평군 양서면 신원역길 5-3,,232972.5,447413.0
93,1063075132,국수,1063,경의중앙선,1063075131,1063075133,경기도 양평군 양서면 국수역길 45,,235295.3,446376.2
94,1063075133,아신,1063,경의중앙선,1063075132,1063075134,경기도 양평군 옥천면 아신역1길 23-3,,239168.8,446148.1
95,1063075134,오빈,1063,경의중앙선,1063075133,1063075135,경기도 양평군 옥천면 오빈리,산54-4,241874.4,445297.2
96,1063075135,양평(경의중앙선),1063,경의중앙선,1063075134,1063075136,경기도 양평군 양평읍 역전길 30,,243520.2,443819.4
97,1063075136,원덕,1063,경의중앙선,1063075135,1063075137,경기도 양평군 양평읍 원덕흑천길 136,,248345.6,441182.7
98,1063075137,용문,1063,경의중앙선,1063075136,1063075138,경기도 양평군 용문면 용문역길 21,,252515.0,442655.5
99,1063080312,신촌(경의중앙선),1063,경의중앙선,1063075315,1063080313,서울특별시 서대문구 신촌역로 30,,194859.2,451129.6
100,1063080313,서울,1063,경의중앙선,1063080312,1063080313,서울특별시 용산구 한강대로 405,,197320.9,450673.7
101,1067080119,광운대,1067,경춘선,1067080119,1067080120,서울특별시 노원구 석계로 98-2,98-2,205470.8,458262.9
102,1067080120,상봉,1067,경춘선,1067080118,1067080121,서울특별시 중랑구 망우로 297,,207514.0,455274.2
103,1067080121,망우,1067,경춘선,1067080120,1067080122,서울 중랑구 망우로 55길 11-10,,208109.9,455615.7
104,1067080122,신내,1067,경춘선,1067080121,1067080123,서울특별시 중랑구 망우동,320-2,209112.3,457025.0
105,1067080123,갈매,1067,경춘선,1067080122,1067080124,경기도 구리시 갈매동 경춘북로 229,,210124.6,459390.3
106,1067080124,별내,1067,경춘선,1067080123,1067080125,경기도 남양주시 별내면 화접리 182-5,184-2,211207.5,460279.2
107,1091004800,인천공항1터미널,1091,자기부상선,1091004800,1091004801,인천광역시 중구 운서동,2851,151530.3543,438833.6898
108,1092004703,4.19 민주묘지,1092,우이신설선,1092004702,1092004704,강북구 우이동,72-186,201210.8667,461081.4933
109,1092004704,가오리,1092,우이신설선,1092004703,1092004705,강북구 수유동,338-46,201483.673,460200.9858
110,1092004712,보문,1092,우이신설선,1092004711,1092004713,강북구 우이동,57-28,201715.0345,453965.6894
111,1092004709,북한산보국문,1092,우이신설선,1092004708,1092004710,성북구 정릉동,286-19,200723.6784,456955.9941
112,1092004701,북한산우이,1092,우이신설선,1092004701,1092004702,서울특별시 강북구 우이동,16-20,201115.9926,462597.2447
113,1092004706,삼양,1092,우이신설선,1092004705,1092004707,강북구 미아동,791-4703,201600.4408,458587.6784
114,1092004707,삼양사거리,1092,우이신설선,1092004706,1092004708,강북구 우이동,57-28,201807.9635,457974.7441
115,1092004711,성신여대입구,1092,우이신설선,1092004710,1092004712,성북구 동소문동,134,201455.2722,454790.243
116,1092004702,솔밭공원,1092,우이신설선,1092004701,1092004703,강북구 우이동,57-28,201172.8946,461816.7812
117,1092004708,솔샘,1092,우이신설선,1092004707,1092004709,강북구 미아동,1353-20,201188.6102,457846.3727
118,1092004713,신설동,1092,우이신설선,1092004712,1092004713,강북구 우이동,57-28,202045.9497,453015.5772
119,1067080125,퇴계원,1067,경춘선,1067080124,1067080126,경기도 남양주시 퇴계원면 경춘북로 545,,212737.3,460993.1
120,1067080126,사릉,1067,경춘선,1067080125,1067080127,경기도 남양주시 진건읍 진건우회로 72-8,604-1,215604.9,461293.1
121,1067080127,금곡,1067,경춘선,1067080126,1067080128,경기도 남양주시 경춘로 903,,218314.5,459769.2
122,1067080128,평내호평,1067,경춘선,1067080127,1067080129,경기도 남양주시 경춘로 1375,,221566.1,461537.1
123,1069073136,인천대입구,1069,인천1호선,1069073135,1069073137,인천광역시 연수구 인천타워대로 지하155,,168079.0,431949.4
124,1069073137,센트럴파크,1069,인천1호선,1069073136,1069073138,인천광역시 연수구 인천타워대로 지하240,,167678.0,432685.2
125,1069073138,국제업무지구,1069,인천1호선,1069073137,1069073138,인천광역시 연수구 인천타워대로 지하334,,167282.1,433450.2
126,1071075253,소래포구,1071,수인선,1071075252,1071075254,인천광역시 남동구 소래역로 51,,176397.8,433558.5
127,1071075254,인천논현,1071,수인선,1071075253,1071075255,인천광역시 남동구 청능대로 567,,175427.0,433521.5
128,1071075255,호구포,1071,수인선,1071075254,1071075256,인천광역시 남동구 호구포로 205,,174204.1,433637.5
129,1071075256,남동인더스파크,1071,수인선,1071075255,1071075257,인천광역시 남동구 은청로 17,,173048.3,434308.5
130,1071075257,원인재,1071,수인선,1071075256,1071075258,인천광역시 연수구 벚꽃로 195,,172241.4,434928.4
131,1071075258,연수,1071,수인선,1071075257,1071075259,인천광역시 연수구 벚꽃로 115,,171536.4,435475.3
132,1071075259,송도,1071,수인선,1071075258,1071075261,인천광역시 연수구 비류대로 175,,169412.7,436818.2
133,1075075209,청량리,1075,수인분당선,1075075209,1075075210,서울특별시 동대문구 왕산로 214,,204244.2,453442.3
134,1075075210,왕십리,1075,수인분당선,1075075209,1075075211,서울특별시 성동구 완십리광장로 17,,203424.7,451240.4
135,1075075211,서울숲,1075,수인분당선,1075075210,1075075212,서울특별시 성동구 왕십리로 지하77,,203952.7,449348.6
136,1075075212,압구정로데오,1075,수인분당선,1075075211,1075075213,서울특별시 강남구 압구정로 지하402,,203583.7,447556.7
137,1075075213,강남구청,1075,수인분당선,1075075212,1075075214,서울특별시 강남구 학동로 지하346,,203667.7,446352.9
138,1075075214,선정릉,1075,수인분당선,1075075213,1075075215,서울특별시 강남구 선릉로 지하580,,203853.6,445730.0
139,1075075215,선릉,1075,수인분당선,1075075214,1075075216,서울특별시 강남구 삼성2동,143-42,204321.7615,445053.7427
140,1075075216,한티,1075,수인분당선,1075075215,1075075217,서울특별시 강남구 대치동,1101-8,204682.8314,444096.4057
141,1075075217,도곡,1075,수인분당선,1075075216,1075075218,서울특별시 강남구 도곡2동,467-5,204876.0,443564.0
142,1075075218,구룡,1075,수인분당선,1075075217,1075075219,서울특별시 강남구 개포동,175,205277.2,443083.1
143,1075075219,개포동,1075,수인분당선,1075075218,1075075220,서울특별시 강남구 개포동,182-1,205836.2861,443315.2559
144,1075075220,대모산입구,1075,수인분당선,1075075219,1075075221,서울특별시 강남구 개포동,611,206436.8025,443563.9025
145,1075075221,수서,1075,수인분당선,1075075220,1075075222,서울특별시 강남구 수서동,439-2,209021.5,443064.4
146,1075075222,복정,1075,수인분당선,1075075221,1075075223,서울특별시 송파구 장지동,600,211197.0,441042.7
147,1075075223,가천대,1075,수인분당선,1075075222,1075075224,경기도 성남시 수정구 태평동,5113-9,211215.0646,438829.119
148,1075075224,태평,1075,수인분당선,1075075223,1075075225,경기도 성남시 수정구 태평동,,211302.4255,437869.7794
149,1075075225,모란,1075,수인분당선,1075075224,1075075226,경기도 성남시 중원구 성남동,1575,211427.8386,437003.0728
150,1075075226,야탑,1075,수인분당선,1075075225,1075075227,경기도 성남시 분당구 야탑동,688-1,211399.9372,434653.3872
151,1075075227,이매,1075,수인분당선,1075075226,1075075228,경기도 성남시 분당구 이매동,,211358.5954,432929.9732
152,1075075228,서현,1075,수인분당선,1075075227,1075075229,경기도 성남시 분당구 서현동,263,210937.1811,431755.9358
153,1075075229,수내,1075,수인분당선,1075075228,1075075230,경기도 성남시 분당구 수내동,14,210127.4487,431031.1245
154,1063075826,효창공원앞,1063,경의중앙선,1063075312,1063075110,서울특별시 용산구 용문동 5-157,,196585.8,448892.9
155,1069073115,경인교대입구,1069,인천1호선,1069073114,1069073116,인천광역시 계양구 계양대로 지하162,,175487.1,448759.5
156,1069073116,작전,1069,인천1호선,1069073115,1069073117,인천광역시 계양구 계양대로 지하73,,175478.0,447905.6
157,1069073117,갈산,1069,인천1호선,1069073116,1069073118,인천광역시 부평구 부평대로 지하286,,175387.1,446454.8
158,1069073118,부평구청,1069,인천1호선,1069073117,1069073119,인천광역시 부평구 부평대로 지하189,,175295.0,445458.8
159,1069073119,부평시장,1069,인천1호선,1069073118,1069073120,인천광역시 부평구 부평대로 지하69,,175443.0,444378.0
160,1069073120,부평,1069,인천1호선,1069073119,1069073121,인천광역시 부평구 광장로 지하15,,175549.0,443465.0
161,1069073121,동수,1069,인천1호선,1069073120,1069073122,인천광역시 부평구 경인로 지하877,,175106.1,442930.1
162,1069073122,부평삼거리,1069,인천1호선,1069073121,1069073123,인천광역시 부평구 경인로 지하765,,174373.2,442076.3
163,1069073123,간석오거리,1069,인천1호선,1069073122,1069073124,인천광역시 남동구 경인로 지하642,,174156.2,440883.4
164,1069073124,인천시청,1069,인천1호선,1069073123,1069073125,인천광역시 남동구 예술로 지하264,,173653.3,439835.5
165,1069073125,예술회관,1069,인천1호선,1069073124,1069073126,인천광역시 남동구 예술로 지하172,,173535.3,438823.6
166,1069073126,인천터미널,1069,인천1호선,1069073125,1069073127,인천광역시 남구 예술로 지하85,,173428.3,438117.6
167,1069073127,문학경기장,1069,인천1호선,1069073126,1069073128,인천광역시 연수구 예술로 지하2,,173310.4,437289.8
168,1069073128,선학,1069,인천1호선,1069073127,1069073129,인천광역시 연수구 경원대로 지하480,,173353.3,436440.8
169,1069073129,신연수,1069,인천1호선,1069073128,1069073130,인천광역시 연수구 경원대로 지하368,,172898.4,435448.9
170,1069073130,원인재,1069,인천1호선,1069073129,1069073131,인천광역시 연수구 경원대로 지하285,,172368.4,434827.0
171,1069073131,동춘,1069,인천1호선,1069073130,1069073132,인천광역시 연수구 경원대로 지하180,,171747.5,433973.1
172,1069073132,동막,1069,인천1호선,1069073131,1069073133,인천광역시 연수구 경원대로 지하80,,171083.6,433228.2
173,1069073133,캠퍼스타운,1069,인천1호선,1069073132,1069073134,인천광역시 연수구 송도국제대로 지하66,,170080.8,432169.3
174,1069073134,테크노파크,1069,인천1호선,1069073133,1069073135,인천광역시 연수구 송도국제대로 지하150,,169539.8,431469.4
175,1069073135,지식정보단지,1069,인천1호선,1069073134,1069073136,인천광역시 연수구 인천타워대로 지하57,,168628.9,430985.5
176,1075075230,정자,1075,수인분당선,1075075229,1075075231,경기도 성남시 분당구 정자동,176-1,209569.5162,429668.1718
177,1075075231,미금,1075,수인분당선,1075075230,1075075232,경기도 성남시 분당구 구미동,507-13,209648.6431,427881.172
178,1075075232,오리,1075,수인분당선,1075075231,1075075233,경기도 성남시 분당구 구미동,795,209654.4251,426756.9346
179,1075075233,죽전,1075,수인분당선,1075075232,1075075234,경기도 용인시 수지구 죽전동,1025,209523.0174,424994.863
180,1075075234,보정,1075,수인분당선,1075075233,1075075235,경기도 용인시 구성면 보정읍,195-6,209609.0,423779.2
181,1075075235,구성,1075,수인분당선,1075075234,1075075236,경기 용인시 기흥구 마북동,457,209327.4,422190.1
182,1077000687,강남,1077,신분당선,1077000687,1077000688,서울특별시 강남구 강남대로 지하396,,202498.3,444136.1
183,1092004705,화계,1092,우이신설선,1092004704,1092004706,강북구 수유동,472-677,201541.5775,459395.7851
184,1078330003,검단사거리,1078,인천2호선,1078330002,1078330004,인천광역시 서구 왕길동 234-1번지,,169675.899,455847.929
185,1091004801,장기주차장,1091,자기부상선,1091004800,1091004802,인천광역시 중구 운서동 인근,000-00,151840.6692,438421.1388
186,1091004802,합동청사,1091,자기부상선,1091004801,1091004803,인천광역시 중구 운서동,2850-10,152097.7261,438052.8723
187,1091004803,파라다이스 시티,1091,자기부상선,1091004802,1091004804,인천광역시 중구 운서동 인근,000-00,152206.6633,437683.5751
188,1091004804,워터파크,1091,자기부상선,1091004803,1091004805,인천광역시 중구 운서동 인근,000-00,149903.8722,436809.8094
189,1091004805,용유,1091,자기부상선,1091004804,1091004805,인천광역시 중구 용유로 44,2866,148993.2942,436321.8016
190,1065006508,운서,1065,공항철도,1065065072,1065006509,인천광역시 중구 운서동,1427-23,155223.6805,443839.1557
191,1093004001,소사,1093,서해선,1093004001,1093004002,경기도 부천시 소사로,284,181871.083,442635.0172
192,1093004002,소새울,1093,서해선,1093004001,1093004003,경기도 부천시 소사로,120,182039.3876,441081.9955
193,1093004003,시흥대야,1093,서해선,1093004002,1093004004,경기도 시흥시 서해안로1670번길,6,181685.6654,438987.6662
194,1093004004,신천,1093,서해선,1093004003,1093004005,경기도 시흥시 신천로,92,181109.7705,437770.114
195,1093004005,신현,1093,서해선,1093004004,1093004006,경기도 시흥시 시흥대로,819,181206.2323,434513.3492
196,1093004006,시흥시청,1093,서해선,1093004005,1093004007,경기도 시흥시 광석동,397,182810.9915,431390.7492
197,1093004007,시흥능곡,1093,서해선,1093004006,1093004008,경기도 시흥시 시흥대로,327,183058.0096,430099.0687
198,1093004008,달미,1093,서해선,1093004007,1093004009,경기도 안산시 단원구 선부동,481,183109.699,427757.2089
199,1093004009,선부,1093,서해선,1093004008,1093004010,경기도 안산시 단원구 선부동,1074-1,183163.4295,426148.9937
200,1093004010,초지,1093,서해선,1093004009,1093004011,경기도 안산시 단원구 초지동,602-2,183000.4144,424503.9334
201,1093004011,원곡,1093,서해선,1093004010,1093004012,경기도 안산시 단원구 원시동,804,181894.037,423789.3701
202,1093004012,원시,1093,서해선,1093004011,1093004012,경기도 안산시 단원구 원시동,803,181099.5392,422623.474
203,1077006813,미금,1077,신분당선,1077006812,1077006814,,,,
204,1065065042,마곡나루,1065,공항철도,1065006504,1065006505,서울특별시 강서구 마곡동 373-10,373-10,,
205,1001080144,금천구청,1001,1호선,1001080143,1001080145,서울특별시 금천구 시흥1동,113-77,190606.9807,439561.4567
206,1001080145,석수,1001,1호선,1001080144,1001080146,경기도 안양시 만안구 석수동,422-3,191330.6143,437459.9057
207,1001080146,관악,1001,1호선,1001080145,1001080147,경기도 안양시 석수2동,262,191955.1373,435509.5113
208,1001080147,안양,1001,1호선,1001080146,1001080148,경기도 안양시 만안구 안양1동,88-1,193183.5051,433578.4177
209,1001080148,명학,1001,1호선,1001080147,1001080149,경기도 안양시 만안구 안양6동,383-1,194268.0405,431777.6508
210,1001080149,금정,1001,1호선,1001080148,1001080150,경기도 군포시 금정동,87-1,194983.4496,430333.4042
211,1001080150,군포,1001,1호선,1001080149,1001080151,경기도 군포시 당동,134-1,195448.6969,428274.0598
212,1001080151,당정,1001,1호선,1001080150,1001080152,경기도 군포시 당정동,938,195425.0436,427249.8875
213,1001080152,의왕,1001,1호선,1001080151,1001080153,경기도 의왕시 삼동,191,195409.31,424585.9395
214,1001080153,성균관대,1001,1호선,1001080152,1001080154,경기도 수원시 장안구 율전동,495-3,197509.0449,422341.8688
215,1001080154,화서,1001,1호선,1001080153,1001080155,경기도 수원시 장안구 화서2동,464,199083.2149,420553.3691
216,1001080155,수원,1001,1호선,1001080154,1001080156,경기도 수원시 권선구 매산로1가,18,200008.1,418504.1
217,1001080156,세류,1001,1호선,1001080155,1001080157,경기도 수원시 권선구 장지동,25-4,201217.7007,416063.3653
218,1001080157,병점,1001,1호선,1001080156,1001080158,경기도 화성시 태안읍,진안2리,202960.5,411986.5
219,1001080158,세마,1001,1호선,1001080157,1001080159,경기도 오산시 세마동,225,203832.1303,409777.6488
220,1001080159,오산대,1001,1호선,1001080158,1001080160,경기도 오산시 수청동,540-2,205602.9106,407814.9824
221,1001080160,오산,1001,1호선,1001080159,1001080161,경기도 오산시 오산동,603-1,205938.9423,405173.3549
222,1001080161,진위,1001,1호선,1001080160,1001080162,경기도 평택시 진위면 하북리,139-3,205545.0673,401222.7769
223,1001080162,송탄,1001,1호선,1001080161,1001080163,경기도 평택시 신장2동,285,204833.5324,397357.1404
224,1001080163,서정리,1001,1호선,1001080162,1001080164,경기도 평택시 서정동,427-1,204714.1594,395346.7393
225,1001080164,지제,1001,1호선,1001080163,1001080165,경기도 평택시 지제동,560,206304.4275,391066.5514
226,1001080165,평택,1001,1호선,1001080164,1001080166,경기도 평택시 평택동,,207597.5221,388010.0978
227,1001080166,성환,1001,1호선,1001080165,1001080167,충청남도 천안시 성환읍 성환리,449-128,211310.6754,379715.934
228,1001080167,직산,1001,1호선,1001080166,1001080168,충청남도 천안시 직산읍 모시리,58-11,212828.9837,374704.5852
229,1001080168,두정,1001,1호선,1001080167,1001080169,충청남도 천안시 부성동,83-29,213298.5128,370485.6967
230,1001080169,천안,1001,1호선,1001080168,1001080170,충청남도 천안시 대흥동,57-1,213058.5347,367964.5461
231,1001080170,봉명,1001,1호선,1001080169,1001080171,충청남도 천안시 봉명동,24-19,212124.7662,366977.6611
232,1001080171,쌍용(나사렛대),1001,1호선,1001080170,1001080172,충청남도 천안시 쌍용동,426-3,210847.1162,366121.8277
233,1001080172,아산,1001,1호선,1001080171,1001080173,충청남도 천안시 배방면 장재리,305,209343.5453,366170.911
234,1001080174,배방,1001,1호선,1001080173,1001080175,충청남도 아산시 구령리,148-2,204725.9954,364332.7434
